#IDCONCEPTO,ANYPPTO,INDESREM,CODORGANIC,CODFUNCION,CODECOCONC,CLAVEESPEC,NOMCONCEPT,Inicial,Modifica,Actual,DRAnul,DRCanc,DROtrasAnul,DRNeto,DR,OI,I,DevI,INeto,Saldo,Deudores,% DR s/ Prev,% I Neto s/ DR
5124,2020,,,,33900,,TASA PLACA VADOS,980.5,0,980.5,0,0,0,1252.5,1252.5,0,851,0,851,-272,401.5,127.740948496,67.9441117764
5776,2020,,,,33901,,OCUPACION PUBLICIDAD ELECTRONICA,0,0,0,0,0,0,1679,1679,0,0,0,0,-1679,1679,0,0
5080,2020,,,,34000,,AYUDA A DOMICILIO,1700.75,0,1700.75,2.5,0,2.5,2050.25,2052.75,0,1197,0,1197,-349.5,853.25,120.54975746,58.3831240093
5188,2020,,,,34001,,AYUDA A DOMICILIO PERSONAS DEPEND. (SAA,70907.16,0,70907.16,390.96,0,390.96,53821,54211.96,0,38076.13,0,38076.13,17086.16,15744.87,75.9034771665,70.7458612809
5569,2020,,,,34009,,AYUDA A DOMICILIO,0,0,0,0,0,0,607.07,607.07,0,0,0,0,-607.07,607.07,0,0
5125,2020,,,,34100,,CENTRO DE ESTANCIAS DIURNAS,13035,0,13035,0,0,0,10836.15,10836.15,0,9245.97,0,9245.97,2198.85,1590.18,83.1311852704,85.3252308246
5126,2020,,,,34101,,TELEASISTENCIA,15286.7,0,15286.7,58.65,0,58.65,15037.43,15096.08,0,11231.95,45.47,11186.48,249.27,3850.95,98.3693668352,74.3909032328
5189,2020,,,,34102,,CENTRO DE DÕA DISCAPACITADOS,1366.97,0,1366.97,0,0,0,0,0,0,0,0,0,1366.97,0,0,0
5164,2020,,,,34109,,C.E DIURNAS FVA,37.08,0,37.08,0,0,0,474.96,474.96,0,370.8,0,370.8,-437.88,104.16,1280.90614887,78.069732188
5127,2020,,,,34200,,P.P. ESCUELA INFANTIL,174034.9,0,174034.9,6247.65,0,6247.65,68984.01,75231.66,0,46429.11,4389.97,42039.14,105050.89,26944.87,39.6380323717,60.9404121332
5128,2020,,,,34201,,CUOTAS ESCUELA DE MUSICA,40518,0,40518,30,0,30,36223.8,36253.8,0,32347.8,0,32347.8,4294.2,3876.0,89.4017473715,89.2998525831
5121,2020,,,,34202,,CUOTAS EDUCAVERANO,40144.3,0,40144.3,35,0,35,13085.4,13120.4,0,13120.4,35,13085.4,27058.9,4.54747350886e-13,32.5959102538,100.0
5129,2020,,,,34203,,"PROGRAMA ""UN RATITO MAS""",38812,0,38812,587.8,0,587.8,15922,16509.8,0,15034.0,0,15034.0,22890,888.0,41.0233948263,94.4228112046
5115,2020,,,,34204,,CURSOS MANIPULADOR ALIMENTOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5165,2020,,,,34209,,E.INFANTIL FVA,156.99,0,156.99,0,0,0,1624.58,1624.58,0,275.43,0,275.43,-1467.59,1349.15,1034.83024396,16.9539203979
5168,2020,,,,34213,,UN RATITO MAS FVA,0,0,0,56,0,56,297,353,0,0,0,0,-297,297,0,0
5130,2020,,,,34300,,ESCUELAS DEPORTIVAS,209762.1,0,209762.1,4094.57,0,4094.57,47380.29,51474.86,0,47659.37,2915,44744.37,162381.81,2635.92,22.5876314167,94.4366739841
5132,2020,,,,34302,,INSTALACIONES DEPORTIVAS,59992.22,0,59992.22,0,0,0,20830.43,20830.43,0,20830.43,0,20830.43,39161.79,6.14619466432e-13,34.7218856045,100.0
5107,2020,,,,34303,,P.P. PARKING MUNICIPAL,84708.1,0,84708.1,0,0,0,59230.04,59230.04,0,59230.04,0,59230.04,25478.06,-1.13686837722e-13,69.9225221673,100
5133,2020,,,,34304,,HUERTOS ECOLOGICOS,5872,0,5872,120,0,120,5154.12,5274.12,0,3610.68,0,3610.68,717.88,1543.44,87.7745231608,70.0542478638
5186,2020,,,,34305,,HUERTOS ECOLOGICOS FVA,0,0,0,94.14,0,94.14,94.14,188.28,0,94.14,0,94.14,-94.14,-2.84217094304e-14,0,100.0
5777,2020,,,,34309,,FRACCIONAMIENTOS ESCUELAS DEPORTIVAS,0,0,0,0,0,0,72.7,72.7,0,0,0,0,-72.7,72.7,0,0
5135,2020,,,,34401,,TAQUILLA TEATRO,7559,0,7559,0,0,0,4752,4752,0,4752,0,4752,2807,0,62.865458394,100
5119,2020,,,,34402,,TALLERES,820,0,820,0,0,0,0,0,0,0,0,0,820,0,0,0
5190,2020,,,,34405,,TALLERES TIEMPO LIBRE M∞ AMBIENTE,1613,0,1613,0,0,0,174,174,0,174,0,174,1439,0,10.7873527588,100
5187,2020,,,,34409,,TALLERES FVA,0,0,0,30,0,30,30,60,0,0,0,0,-30,30,0,0
5108,2020,,,,34701,,ENLACES MATRIMONIALES,1890,0,1890,0,0,0,1050,1050,0,1050,0,1050,840,0,55.5555555556,100
5191,2020,,,,35000,,COMP.ZONA 17-01,20079.87,0,20079.87,553.18,0,553.18,14446.82,15000,0,11250,0,11250,5633.05,3196.82,71.9467805319,77.8718084672
5143,2020,,,,38900,,REINTEGROS DE EJERCICIOS CERRADOS,0,0,0,1521.36,0,1521.36,7747.24,9268.6,0,9268.6,1521.36,7747.24,-7747.24,0,0,100.0
5076,2020,,,,39100,,MULTAS INFRACCIONES URBANISTICAS,140564.53,0,140564.53,1991.75,0,1991.75,33171.47,35163.22,0,8118.9,0,8118.9,107393.06,25052.57,23.5987485605,24.4755508273
5171,2020,,,,39109,,INFRACCION URB FVA,25594.99,0,25594.99,0,0,0,20021.42,20021.42,0,12045.44,0,12045.44,5573.57,7975.98,78.2239805524,60.162765678
5098,2020,,,,39120,,MULTAS CIRCULACION,198722.16,0,198722.16,5836.35,0,5836.35,242161.39,247997.74,0,198306.4,847.0,197459.4,-43439.23,44701.99,121.859278301,81.5404140189
5141,2020,,,,39121,,SANCIONES RADAR,15000,0,15000,0,0,0,0,0,0,0,0,0,15000,0,0,0
5172,2020,,,,39129,,MULTAS FVA,2083.08,0,2083.08,958.18,0,958.18,5000.76,5958.94,0,1097.66,0,1097.66,-2917.68,3903.1,240.065671986,21.9498636207
5099,2020,,,,39190,,OTRAS MULTAS Y SANCIONES,71328.36,0,71328.36,15724.35,0,15724.35,191352.32,207076.67,0,79330.55,0,79330.55,-120023.96,112021.77,268.269619545,41.4578459253
5173,2020,,,,39199,,OTRAS MULTAS FVA,365.4,0,365.4,480.5,0,480.5,12529.25,13009.75,0,239.26,0,239.26,-12163.85,12289.99,3428.91351943,1.90961150907
5100,2020,,,,39210,,RECARGO EJECUTIVO Y COSTAS,154052.13,0,154052.13,0,0,0,111044.95,111044.95,0,111044.95,0,111044.95,43007.18,0,72.0827099242,100
5077,2020,,,,39300,,INTERESES DE DEMORA,96799.46,0,96799.46,46.09,0,46.09,54367.29,54413.38,0,54307.71,24.98,54282.73,42432.17,84.56,56.1648691015,99.8444653026
5175,2020,,,,39309,,INTERESES DE DEMORA FVA,6,0,6,0,0,0,23.32,23.32,0,20.17,0,20.17,-17.32,3.15,388.666666667,86.4922813036
5193,2020,,,,39610,,ACTUACIONES URBANISTICAS (NO),17114.88,0,17114.88,0,0,0,0,0,0,0,0,0,17114.88,0,0,0
5552,2020,,,,39611,,CUOTAS URB. P.P. CONDADO I,36618.75,0,36618.75,0,0,0,0,0,0,0,0,0,36618.75,0,0,0
5110,2020,,,,39900,,RECURSOS EVENTUALES,3559.8,0,3559.8,0,0,0,24189.14,24189.14,0,11765,0,11765,-20629.34,12424.14,679.508399348,48.637529073
5176,2020,,,,39901,,RECURSOS EVENTUALES FVA,90.1,0,90.1,0,0,0,0,0,0,0,0,0,90.1,0,0,0
5184,2020,,,,39902,,EJECUCION DE FIANZAS,0,0,0,0,0,0,1779.85,1779.85,0,1779.85,0,1779.85,-1779.85,0,0,100
5194,2020,,,,39908,,EJECUCIONES SUBSIDIARIAS B.M.N.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5550,2020,,,,39911,,EJECUCIONES SUBSIDIARIAS 2020 (BANKIA),0,3139.95,3139.95,0,0,0,3139.95,3139.95,0,3139.95,0,3139.95,0,0,100,100
5078,2020,,,,42000,,PARTICIPACION TRIBUTOS ESTADO (F.N.C.M.),4128017.64,0,4128017.64,0,0,0,4889444.24,4889444.24,0,4889444.24,0,4889444.24,-761426.6,0,118.445333,100
5144,2020,,,,42003,,SEF  RESTAURACION PALERAS Y MURTAL,0,25714.14,25714.14,0,0,0,25714.14,25714.14,0,25714.14,0,25714.14,0,0,100,100
5196,2020,,,,42005,,DEL SEF: ARQUEOLOGIA Y ARQUITEC.DEL AGU,0,0,0,5029.7,0,5029.7,-5029.7,0,0,0,5029.7,-5029.7,5029.7,0,0,100
5122,2020,,,,42020,,COMPENSACION IAE,220308,0,220308,0,0,0,241402.64,241402.64,0,241402.64,0,241402.64,-21094.64,0,109.575067633,100
5197,2020,,,,42090,,SUB VENCION PACTO VIOLENCIA DE GENERO,0,6714.78,6714.78,0,0,0,6714.78,6714.78,0,6714.78,0,6714.78,0,0,100,100
5573,2020,,,,42101,,CONSERVACION E. PUBLICOS ZONAS VERDES SEPE 18,0,0,0,1514.41,0,1514.41,-1514.41,0,0,0,1514.41,-1514.41,1514.41,0,0,100
5579,2020,,,,42102,,CONSEJOS COMARCALES. SEPE  2020/2021,0,148307.18,148307.18,0,0,0,148307.18,148307.18,0,148307.18,0,148307.18,0,0,100,100
5116,2020,,,,45002,,C.ATENCION TEMPRANA Y C. OCUPACIONAL,27241,0,27241,0,0,0,106616,106616,0,106616,0,106616,-79375,0,391.380639477,100
5101,2020,,,,45003,,MTO CENTRO DIA DISCAPACITADOS,312901.09,0,312901.09,0,0,0,285191.21,285191.21,0,285191.21,0,285191.21,27709.88,0,91.144204707,100
5102,2020,,,,45004,,ATENCION PRIMARIA S.S.P.BASICAS.DEPENDENCIAS.INCLU,236462,0,236462,0,0,0,310728.65,310728.65,0,310728.65,0,310728.65,-74266.65,0,131.407435444,100
5136,2020,,,,45005,,AYUDA A DOMICILIO PERSONAS DEPENDIENTES,244140.45,0,244140.45,0,0,0,214696.21,214696.21,0,214696.21,0,214696.21,29444.24,0,87.9396306511,100
5200,2020,,,,45007,,PERSONAL PUNTO ATENCION ESPECIALIZADO,96139.18,0,96139.18,0,0,0,96139.18,96139.18,0,96139.18,0,96139.18,0,0,100,100
5201,2020,,,,45008,,ACTUACIONES DE APOYO A LA FAMILIA E INFA,8884,0,8884,1778.53,0,1778.53,39918.08,41696.61,0,41696.61,1778.53,39918.08,-31034.08,0,449.325529041,100
5547,2020,,,,45009,,REFUERZO TEMPORAL PROF.S.SOCIALES DANA,45080.41,0,45080.41,0,0,0,2905,2905,0,2905,0,2905,42175.41,0,6.4440407707,100
5202,2020,,,,45010,,AYUDAS POBREZA ENERG…TICA,15151.15,0,15151.15,99.68,0,99.68,15051.47,15151.15,0,15151.15,99.68,15051.47,99.68,0,99.3420961445,100
5105,2020,,,,45012,,CTRO DE DIA MAYORES,247665,0,247665,0,0,0,209071.75,209071.75,0,209071.75,0,209071.75,38593.25,0,84.4171562393,100
5548,2020,,,,45013,,ACTUAC. APOYA A FAMILIA E INFANCIA 2018,0,0,0,1046.85,0,1046.85,-1046.85,0,0,0,1046.85,-1046.85,1046.85,0,0,100
5571,2020,,,,45014,,SITUACIONES EXTRAORDINARIAS COVID-19,0,98650.8,98650.8,0,0,0,149840.25,149840.25,0,149840.25,0,149840.25,-51189.45,0,151.889543724,100
5768,2020,,,,45015,,CONTRATACION INSERC LAB. PERSONAS ENFERMEDAD MENTA,0,0,0,0,0,0,13885.72,13885.72,0,13885.72,0,13885.72,-13885.72,0,0,100
5204,2020,,,,45016,,PROGRAMA MPAL. DE IGUALDAD-PACTO ESTADO 2020,0,9500,9500,0,0,0,9500,9500,0,9500,0,9500,0,0,100,100
5770,2020,,,,45017,,CONCILIACION DE LA VIDA LABORAL Y PRIVADA,0,0,0,0,0,0,17364,17364,0,17364,0,17364,-17364,0,0,100
5205,2020,,,,45050,,SERVICIOS GARANTIA JUVENIL PO FSE,39396,0,39396,3275.85,0,3275.85,24453.36,27729.21,0,27729.21,3275.85,24453.36,14942.64,0,62.0706670728,100
5546,2020,,,,45052,,SERVICIO GARANTIA JUVENIL POEJ,0,0,0,0,0,0,23256.96,23256.96,0,23256.96,0,23256.96,-23256.96,0,0,100
5206,2020,,,,45053,,SUB V.TECNICO AUX TURISMO FSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5117,2020,,,,45054,,PLAN SEGURIDAD CIUDADANA UESCARM,300000,0,300000,0,0,0,378826.8,378826.8,0,378826.8,0,378826.8,-78826.8,0,126.2756,100
5565,2020,,,,45055,,CURSO OP. AUXILIARES AC-2017-1376,0,0,0,2154.46,0,2154.46,-2154.46,0,0,0,2154.46,-2154.46,2154.46,0,0,100
5577,2020,,,,45056,,CURSO OP AUXILIARES AC-2015-1174,0,0,0,0,0,0,1900.54,1900.54,0,1900.54,0,1900.54,-1900.54,0,0,100
5207,2020,,,,45057,,INSERCION LABORAL DROGODEPENDENCIAS,0,0,0,0,0,0,4500,4500,0,4500,0,4500,-4500,0,0,100
5582,2020,,,,45060,,PLAN INFORMUR,0,5500,5500,0,0,0,5500,5500,0,5500,0,5500,0,0,100,100
5778,2020,,,,45061,,CURSO OP. AUXILIARES AC-2014-26,0,0,0,8351.75,0,8351.75,-8351.75,0,0,0,8351.75,-8351.75,8351.75,0,0,100
5772,2020,,,,45104,,TALLER EMPL RECUPER. PATRIMONIO Y PAISAJE CULTURAL,0,122721.96,122721.96,0,0,0,30680.49,30680.49,0,30680.49,0,30680.49,92041.47,0,25,100
5137,2020,,,,47000,,CONVENIO ECOEMBES,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5106,2020,,,,47002,,COLABORACION EMPRESAS,5175,0,5175,0,0,0,0,0,0,0,0,0,5175,0,0,0
5123,2020,,,,47004,,COLABORACIONES P.I.T.,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5138,2020,,,,48000,,ACTIVIDADES DIA DE LA MUJER,1,0,1,260,0,260,2998,3258,0,3258,260,2998,-2997,0,299800,100
5210,2020,,,,49000,,"PROYECTO ""ACELERADORA DEL EMPRENDED",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5079,2020,,,,52000,,INTERESES DE DEPOSITOS,1880.61,0,1880.61,0,0,0,200,200,0,200,0,200,1680.61,0,10.6348472038,100
5178,2020,,,,54000,,ALQUILER INSTALACIONES,0,0,0,0,0,0,120,120,0,120,0,120,-120,0,0,100
5120,2020,,,,54001,,CONCESIONES DEMANIALES,0,0,0,2259.23,0,2259.23,1218.63,3477.86,0,0,0,0,-1218.63,1218.63,0,0
5570,2020,,,,54002,,FALTA,0,0,0,0,0,0,504,504,0,504,0,504,-504,0,0,100
5554,2020,,,,54101,,CANON POR ARRENDAMIENTO BAJOS DE CONDADO ALHAMA,23660.22,0,23660.22,0,0,0,11830.11,11830.11,0,11830.11,0,11830.11,11830.11,0,50,100
5555,2020,,,,54201,,CANON ARRENDAMIENTO PARCELA RUSTICA ORANGE,8352.79,0,8352.79,0,0,0,6879.92,6879.92,0,6879.92,0,6879.92,1472.87,2.27373675443e-13,82.3667301584,100
5556,2020,,,,55011,,CAMPING SIERRA ESPU—A,3519.4,0,3519.4,0,0,0,0,0,0,0,0,0,3519.4,0,0,0
5557,2020,,,,55021,,KIOSCO LA CUBANA,500,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0
5558,2020,,,,55022,,KIOSCO EL PALMERAL,500,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0
5559,2020,,,,55023,,CAFETERÕA EL PRAICO,500,0,500,0,0,0,0,0,0,0,0,0,500,0,0,0
5560,2020,,,,55024,,CAFETERÕA PISCINA CUBIERTA,619.39,0,619.39,0,0,0,0,0,0,0,0,0,619.39,0,0,0
5561,2020,,,,55025,,GARAJE PLAZA DE LAS AM…RICAS,504,0,504,0,0,0,0,0,0,0,0,0,504,0,0,0
5562,2020,,,,55026,,ANTENA VODAFONE,4920,0,4920,0,0,0,5251.03,5251.03,0,4197.48,0,4197.48,-331.03,1053.55,106.728252033,79.9363172559
5574,2020,,,,55027,,CANON MERCADILLO POLARIS,0,0,0,4200,0,4200,3263.05,7463.05,0,0,0,0,-3263.05,3263.05,0,0
5142,2020,,,,59900,,OTROS INGRESOS PATRIMONIALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5211,2020,,,,59901,,CANON SOCAMEX OTROS INGRESOS PATRIMO,0,0,0,0,0,0,1263936.85,1263936.85,0,1263936.85,0,1263936.85,-1263936.85,5.82076609135e-11,0,100
5563,2020,,,,59908,,OTROS INGRESOS (CINE VELASCO),2467.38,0,2467.38,0,0,0,0,0,0,0,0,0,2467.38,0,0,0
5564,2020,,,,59909,,CANON SOCAMEX,505000,0,505000,0,0,0,0,0,0,0,0,0,505000,0,0,0
5212,2020,,,,60000,,VENTA DE SOLARES,0,178261.92,178261.92,0,0,0,700000,700000,0,700000,0,700000,-521738.08,0,392.680612887,100
5775,2020,,,,60100,,EXPROPIACION ADIF. ALTA VELOCIDAD,0,0,0,0,0,0,27806.85,27806.85,0,27806.85,0,27806.85,-27806.85,0,0,100
5215,2020,,,,72002,,SUB. RESTAURACI”N CASTILLO,475000,0,475000,0,0,0,0,0,0,0,0,0,475000,0,0,0
5583,2020,,,,72003,,REPARAC. INFRAESTRUCTURAS. DANA 2019,0,218209.16,218209.16,0,0,0,0,0,0,0,0,0,218209.16,0,0,0
5572,2020,,,,75006,,RENOVACION JUEGOS INFANTILES PARQUE LA CUBANA,0,30000,30000,0,0,0,30000,30000,0,30000,0,30000,0,0,100,100
5581,2020,,,,75007,,MEJORA EFICIENCIA ENERGETICA B∫ S.CRISTOBAL POS 20,0,186364,186364,0,0,0,186364,186364,0,186364,0,186364,0,0,100,100
5541,2020,,,,75012,,RENOVAC.TEJADOS PZA ABASTOS 18,0,0,0,14413.48,0,14413.48,-14413.48,0,0,0,14413.48,-14413.48,14413.48,0,0,100
5769,2020,,,,75060,,DA—OS LLUVIAS TORRENCIALES 2016,0,0,0,0,0,0,3358.66,3358.66,0,3358.66,0,3358.66,-3358.66,0,0,100
5222,2020,,,,87000,,REMANENTE DE TESORERIA PARA GASTOS GE,0,791163.91,791163.91,0,0,0,0,0,0,0,0,0,791163.91,0,0,0
5223,2020,,,,87010,,REMANENTE DE TESORERIA PARA GASTOS CO,0,1325276.0,1325276.0,0,0,0,0,0,0,0,0,0,1325276.0,0,0,0
