#ANYPPTO,CODFUNCION,CODECOPART,NOMPARTIDA,Inicial,Actual,O,Modif
2013,170,48000,"CONVENIO HUERTOS ECOLOG. FAMIL. ""LA ALMAJARA""",4500.0,,,-4500.0
2013,170,60090,INVER.EN TERRENOS PARA MEJORA MEDIOAMBIENTAL (I.R.,,799985.0,21078.2,799985.0
2013,170,62100,INVERSIONES EN SENDEROS ECOTURISTICOS,18000.0,18000.0,,
2013,170,62101,OBRAS ACONDIC. APARCAM. Y PUNTOS DE ENCUENTRO M,27030.46,27030.46,,
2013,170,62102,CONEXION PEATONAL JARRO DE ORO-LOS MOLINOS,167287.26,167287.26,,
2013,170,62103,"INVERSION EN SENDEROS ECOTURISTICOS ""SIN PROYECTO""",,5545.2,5545.2,5545.2
2013,170,62202,PUNTOS VERDES EN ESPACIOS PROTEGIDOS,27000.0,27000.0,,
2013,170,62300,INSTALACION DE ENERGIAS RENOVABLES,40000.0,49600.0,9600.0,9600.0
2013,170,62301,PANELES ACUSTICOS AUDITORIO,30000.0,30000.0,,
2013,171,12000,RETRIB.  BASICAS PARQUES Y JARDINES,62516.27,62516.27,,
2013,171,12100,COMPLEM. DESTINO PARQUES Y JARDINES,30426.76,20992.6,,-9434.16
2013,171,12101,COMPLEM. ESPECIFICO PARQUES Y JARDINES,54219.48,54219.48,,
2013,171,13000,RETRIB. PERSONAL LABORAL PARQUES Y JARDINES,39154.64,39154.64,42060.74,
2013,171,22600,MTO. GRAL. PARQUES Y JARDINES,40000.0,35500.0,41695.85,-4500.0
2013,171,22703,FUMIGACION Y PODAS EN JARDINES,20000.0,19152.65,17623.24,-847.35
2013,171,22704,GESTION RESIDUOS VEGETALES DE JARDINES,2000.0,2000.0,1721.5,
2013,171,22707,MTO. ZONAS VERDES SECTOR I- II,163955.0,163955.0,158664.51,
2013,171,22709,MTO. JUEGOS INFANTILES EN PARQUES,5000.0,5000.0,5843.46,
2013,171,60990,ACONDICIONAMIENTO JARDIN PACO RABAL (I.R.),39350.92,78701.84,,39350.92
2013,171,62190,RIEGO EN PARQUES Y JARDINES. FASE II (I.R.),,82198.0,,82198.0
2013,221,16000,SEGURIDAD SOCIAL,1453970.47,1453970.47,1311704.35,
2013,221,16009,ACCIDENTE Y COMPLEMENTO ACCIDENTE,3000.0,3000.0,2475.33,
2013,221,16104,INDEMNIZACIONES POR JUBILACION,,,1540.15,
2013,221,16200,FORMAC. Y PERFECC. DEL PERSONAL,8000.0,8000.0,4874.82,
2013,221,16204,ACCION SOCIAL,10000.0,10000.0,9977.9,
2013,221,16209,GARANTIA SALARIAL,60000.0,60000.0,104057.16,
2013,221,16400,COMPLEMENTO FAMILIAR,3000.0,3000.0,,
2013,230,12000,RETRIB. BASICAS S.SOCIALES,98424.77,94536.32,57904.93,-3888.45
2013,230,12090,PROGRAMA DE INCLUSION SOCIAL (I.R.),2802.76,5605.52,,2802.76
2013,230,12100,COMPLEM. DESTINO S.SOCIALES,57818.1,57818.1,25265.01,
2013,230,12101,COMPLEM. ESPECIFICO S.SOCIALES,60928.89,60928.89,25631.96,
2013,230,13100,RETRIB. PERSONAL LABORAL S.SOCIALES,164321.0,164321.0,166982.97,
2013,230,22000,MATERIAL OFICINA S.SOCIALES,2000.0,1425.17,274.3,-574.83
2013,230,22300,DESPLAZAMIENTO TRANSEUNTES,1000.0,1000.0,441.31,
2013,230,22600,GTOS. CORRIENTES SERVICIOS SOCIALES,3500.0,3500.0,3955.53,
2013,230,22601,BANCO DE LIBROS,,,2004.8,
2013,230,22602,PUBLICIDAD Y PROPAGANDA SERV. SOCIALES,,,865.15,
2013,230,22605,PROG. INCLUSION SOCIAL,30000.0,15000.0,14944.0,-15000.0
2013,230,22610,TALLER DE DINAMIZACION SOCIAL,9000.0,9000.0,15369.5,
2013,230,22612,TALLER ATENCION PSICOSOCIAL,7000.0,6140.9,4384.09,-859.1
2013,230,22614,ESCUELA PADRES Y CURSO AUTOAYUDA,10000.0,10000.0,,
2013,230,22615,PROG. VOLUNTARIADO,19500.0,19500.0,10368.72,
2013,230,22706,CTOS. S. SOCIALES,125320.0,110320.0,94557.64,-15000.0
2013,230,22709,AYUDA A DOMICILIO (ORD. Y EXTRAOR.),60000.0,60000.0,39413.84,
2013,230,22710,TELEASISTENCIA,40000.0,40000.0,34446.63,
2013,230,22711,SERVICIO COMIDAS A DOMICILIO,19000.0,19000.0,10450.8,
2013,230,48000,AYUDAS DE EMERGENCIA SOCIAL,55000.0,85000.0,77256.93,30000.0
2013,230,48001,AYUDAS COMEDOR Y CUOTAS E.INFANTIL,20000.0,20000.0,4004.25,
2013,230,48002,SUB. PROYECTOS SOCIALES Y OTRAS AYUDAS DESARROLLO,16000.0,16000.0,14120.37,
2013,230,48003,SUBVENCION ASOCIACION FRANCISCO MUNUERA,5000.0,5000.0,5000.0,
2013,230,48004,SUBV. ASOC. PROSAUCE LAS FLOTAS,5000.0,5000.0,3600.0,
2013,230,48005,SUBVENCION CARITAS,8000.0,,,-8000.0
2013,230,48006,AYUDAS PROGRAMA PUEBLO SAHARAHUI,1000.0,1000.0,1000.0,
2013,230,48007,SUBVENCION CRUZ ROJA,8000.0,16000.0,11200.0,8000.0
2013,230,62500,MOBILIARIO CENTRO DE SERVICIOS SOCIALES,1200.0,2059.1,859.1,859.1
2013,230,63290,REMODELACION CENTRO SERVICIOS SOCIALES (I.R),,3245.0,,3245.0
2013,231,13000,RETR. PERS. LAB. C. ATT. TEMPRANA,10272.64,10272.64,4482.95,
2013,231,13100,RETR. PERS. LAB. TEMP. C.ATT. TEMPRANA,31273.06,31273.06,31406.24,
2013,231,21300,MANTENIM. DE MAQUINARIA Y OTR. LAS SALINAS,,,76.45,
2013,231,22600,GTOS. DIVERSOS C.ATENCION TEMPRANA,1500.0,1500.0,1069.65,
2013,231,22601,GASTOS DIVERSOS C.E.D. LAS SALINAS,,,1983.1,
2013,231,22610,MANTENIMIENTO C.E.D. LAS SALINAS,,,404.14,
2013,231,22703,GESTION CENTRO DE DIA LAS SALINAS,163712.15,163712.15,162843.45,
2013,231,22704,CATERING CENTRO DE DIA LAS SALINAS,29850.0,29850.0,29108.63,
2013,232,21300,MTO. MAQUINARIA C. ESTANCIAS DIURNAS,1000.0,1000.0,1142.16,
2013,232,22103,COMBUSTIBLE CALEFACCION C.E.D.,150.0,150.0,101.24,
2013,232,22609,ACTIVIDADES C.ESTANCIAS DIURNAS,1000.0,1000.0,131.79,
2013,232,22703,GESTION C.ESTANCIAS DIURNAS,206967.04,206967.04,185319.13,
2013,232,22709,SERVICIOS MANUNTENCION  C.ESTANCIAS DIURNAS,11088.0,11088.0,713.56,
2013,232,62500,EQUIPAMIENTO CENTRO ESTANCIAS DIURNAS,4000.0,4000.0,,
2013,233,21300,MTO. CENTRO MAYORES,1800.0,1800.0,457.23,
2013,233,22001,PRENSA Y REVISTAS Y MAT. OFICINA MAYORES,700.0,700.0,1312.45,
2013,233,22602,PUBLICIDAD Y PROPAGANDA MAYORES,,,193.6,
2013,233,22606,"ACTIVIDADES NAVIDAD, CARNAVAL Y SEMANA MAYORES",11000.0,11574.83,19558.6,574.83
2013,233,22609,FESTEJOS  MAYORES,10000.0,10000.0,505.95,
2013,233,22701,ORGANIZ. C.MAYORES (CONSERJES),15400.0,15400.0,15400.0,
2013,233,22703,TALLERES C.MAYORES,15600.0,15600.0,17647.0,
2013,233,48000,PREMIOS CONCURSOS MAYORES,1000.0,1000.0,1000.0,
2013,233,62500,MOBILIARIO CENTRO DE MAYORES,3600.0,3600.0,,
2013,234,12000,RETRIB. BASICAS MUJER,8378.58,8378.58,11055.53,
2013,234,12100,COMPLEM. DESTINO MUJER,4584.16,4584.16,4373.36,
2013,234,12101,COMPLEM. ESPECIFICO MUJER,2446.36,2446.36,4050.56,
2013,234,13000,RETRIB. PERS. LABORAL MUJER,12961.97,12961.97,,
2013,234,13100,RETRIBUC. PERS. LABORAL TEMP. MUJER,26991.86,26991.86,,
2013,234,22000,MATERIAL OFICINA C.MUJER,2000.0,2000.0,1418.51,
2013,234,22600,GTOS. CORRIENTE MUJER,2000.0,2267.0,755.15,267.0
2013,234,22602,PUBLICIDAD Y PROPAGANDA C. MUJER,,,1712.39,
2013,234,22603,GASTOS C.A.V.I.,2500.0,2500.0,429.55,
2013,234,22609,PLAN DE IGUALDAD Y DIA INTER. MUJER,8360.0,8360.0,11204.89,
2013,234,22706,CURSOS C.MUJER,8000.0,8000.0,7117.2,
2013,234,24000,EDICIONES Y FOLLETOS CONCEJ. MUJER,370.0,370.0,611.05,
2013,234,48000,SUBVENCIONES ASOCIAC. MUJER,4580.0,4580.0,4579.86,
2013,234,48001,PREMIOS DIA INTERNACIONAL MUJER Y OTROS,640.0,930.0,930.0,290.0
2013,234,63300,ACONDICIONAMIENTO VIVERO MUJERES,33800.0,33800.0,,
2013,240,62290,INVERSIONES TALLER DE EMPLEO (I.R.),,2282.0,,2282.0
2013,241,12000,RETRIB. BASICAS EMPLEO,55118.28,55118.28,63070.26,
2013,241,12100,COMPLEMENTO DESTINO EMPLEO,32214.42,32214.42,26518.51,
2013,241,12101,COMPLEMENTO ESPECIFICO EMPLEO,36504.72,36504.72,29927.79,
2013,241,13100,RETRIB. PERSONAL LAB. TEMP.  EMPLEO-ADL-,33355.7,33355.7,46254.3,
2013,241,22000,MATERIAL OFICINA EMPLEO,3600.0,3600.0,506.3,
2013,241,22600,GTOS. CORRIENTE EMPLEO,7000.0,4300.0,526.74,-2700.0
2013,241,22602,PUBLICIDAD EN MEDIOS C.EMPLEO,1500.0,1500.0,3996.63,
2013,241,22609,CURSOS FPO,42412.5,42412.5,29814.23,
2013,241,22610,OTROS CURSOS EMPLEO,8000.0,8000.0,4500.0,
2013,241,47900,CUOTA PARTICIPACIÓN INTEGRAL,212.1,212.1,212.1,
2013,241,48000,SUBVENCIONES PLANES EMPLEO,28000.0,80162.48,79251.86,52162.48
2013,242,22100,MATERIALES TALLER EMPLEO 2011/2012,100.0,100.0,,
2013,242,22199,MATERIALES TALLER EMPLEO (R.E.),208.86,208.86,208.86,
2013,313,22600,CHARLAS DIVULGATIVAS SOBRE SALUD,5000.0,5000.0,1343.54,
2013,313,22602,PUBLICIDAD Y PROPAGANDA SANIDAD,,,2083.62,
2013,313,22609,PROGRAMA DROGODEPENDENCIAS,12000.0,12000.0,10137.11,
2013,313,22610,GASTOS CTES. SANIDAD,4000.0,4000.0,168.8,
2013,313,22700,DESRATIZACION Y DESINFECCION,14000.0,14000.0,14316.6,
2013,313,48000,CONVENIO CRUZ ROJA,48000.0,48000.0,48000.0,
2013,320,12000,RETRIB. BASICAS EDUCACION,75978.17,75978.17,124281.38,
2013,320,12100,COMPLEMENTO DESTINO EDUCACION,36296.19,36296.19,45362.79,
2013,320,12101,COMPLEMENTO ESPECIFICO EDUCACION,66244.29,66244.29,76545.92,
2013,320,13100,RETRIB. PERS. LAB. TEMPORAL EDUCACION,12201.0,12201.0,12714.07,
2013,320,21200,MTO. COLEGIOS,30000.0,20404.36,26082.68,-9595.64
2013,320,22103,COMBUSTIBLE CALEFACCION C.E.I.P,15000.0,15000.0,35048.1,
2013,320,22199,COMBUSTIBLE CALEFACCION COLEGIOS (R.E.),1862.71,1862.71,114.53,
2013,320,22600,GTOS. CORRIENTES EDUCACION,25000.0,24830.27,21.49,-169.73
2013,320,22601,BANCO DE LIBROS,,,9710.64,
2013,320,22602,PUBLICIDAD EN MEDIOS COM. EDUCACION,800.0,800.0,2003.76,
2013,320,22609,ACTIVIDADES EXTRAESCOLARES,12000.0,12000.0,9091.33,
2013,320,22610,TALLERES EDUCATIVOS,10000.0,10000.0,13509.86,
2013,320,22612,ESCUELA OFICIAL DE IDIOMAS,3000.0,3000.0,,
2013,320,22703,GESTION E.I. GLORIA FUERTES,278344.06,278344.06,273000.0,
2013,320,22707,GESTION E.I. LOS CEREZOS,119352.82,119352.82,117614.11,
2013,320,22710,MEDIDAS ALTERNATIVAS A EXPULSION ESCOLAR,23000.0,23000.0,17250.0,
2013,320,22711,SERVICIO PROXIMIDAD MATUTINO,22000.0,22000.0,18047.49,
2013,320,22712,ESCUELA DE VERANO,30000.0,30000.0,28576.2,
2013,320,24000,EDICIONES Y PUBLICACIONES EDUCACION,800.0,800.0,1757.0,
2013,320,48001,PREMIOS CONCURSO CUENTOS INFANTILES,1500.0,700.0,520.0,-800.0
2013,320,48003,SUBVENCIONES AMPAS,7000.0,7800.0,7800.0,800.0
2013,320,48005,BECAS ERASMUS E ILA,5000.0,2750.0,2750.0,-2250.0
2013,320,48006,SUBV. A COLEGIO CONCERTADO. SERV. PROX.MATUT.,,1200.0,374.87,1200.0
2013,320,62500,MOBILIARIO EDUCACION,,,9305.44,
2013,320,63200,OBRAS EN COLEGIOS,20000.0,29595.64,9595.64,9595.64
2013,320,63300,REFORMA INSTALACION ELECTRICA EN COLEGIOS,20000.0,20000.0,,
2013,330,12000,RETRIB. BASICAS CULTURA,90198.57,90198.57,66153.27,
2013,330,12100,COMPLEM. DESTINO CULTURA,49179.41,49179.41,26229.0,
2013,330,12101,COMPLEMENTO ESPECIFICO CULTURA,56330.33,56330.33,29611.92,
2013,330,13000,RETRIB. PERSONAL LABORAL CULTURA,8842.75,8842.75,,
2013,330,13100,RETRIB. PERS. LABORAL TEMPORAL CULTURA,38098.2,38098.2,30411.56,
2013,330,20200,ARRENTO. CINE VELASCO,36000.0,36000.0,34506.94,
2013,330,22103,COMBUSTIBLE CALEFAC.. EDIF. CULTURA,3000.0,3000.0,,
2013,330,22600,GASTOS DIVERSOS DE REPRESENTACION,,,143.0,
2013,330,22601,GASTOS FUNCIONAMIENTO  CULTURA,7000.0,13192.93,10501.67,6192.93
2013,330,22602,PUBLICIDAD EN MEDIOS C.CULTURA,8000.0,8000.0,11232.89,
2013,330,22603,FERIAS NACIONALES E INTERNACIONALES,2000.0,2000.0,,
2013,330,22609,VIAJES C.CULTURA,1000.0,1000.0,1245.0,
2013,330,22698,PUBLICIDAD CULTURA (R.E.).,1180.0,1180.0,1180.0,
2013,330,22699,GTOS. DIVERSOS CULTURA (R.E.),69.03,69.03,69.03,
2013,330,22703,RAIDER CINE VELASCO,30762.71,30762.71,30762.6,
2013,330,24000,EDICIONES Y PUBLICACIONES C.CULTURA,5000.0,5000.0,22667.26,
2013,332,21600,MTO. PROG. INFORMATICO ARCHIVO Y BIBLIOTECA,1000.0,1000.0,838.77,
2013,332,22001,MATERIAL DIDACTICO BIBLIOTECA Y ARCHIVO,500.0,500.0,91.8,
2013,332,22600,GASTOS DIVERSOS BIBLIOTECA,5500.0,5500.0,147.25,
2013,332,22609,ACTIV. FOMENTO DE LA LECTURA,2000.0,2000.0,1631.5,
2013,332,22610,TALLERES INFANTILES ARCHIVO Y BIBLIOTECA,2000.0,2000.0,2178.0,
2013,332,22611,FONDO BIBLIOGRAFICO,6000.0,6000.0,8914.95,
2013,332,48000,BECAS SALA DE ESTUDIO,3000.0,3060.0,3060.0,60.0
2013,332,48002,PREMIOS CONCURSOS CULTURA,3000.0,2200.0,1970.0,-800.0
2013,333,21600,"MTO. PROG. INFORM., PAG. WEB Y ENTRADAS MUSEO",4000.0,4000.0,445.28,
2013,333,22600,GTOS. MTO. MUSEO LOS BAÑOS,7500.0,7500.0,2363.22,
2013,333,22609,ACTIVIDADES EN EL MUSEO LOS BAÑOS,6000.0,5940.0,7355.18,-60.0
2013,333,22700,GUIA MUSEO Y ATT. AL PUBLICO,6000.0,6000.0,,
2013,333,24000,EDICIONES Y FOLLETOS MUSEO,3000.0,3000.0,1773.58,
2013,333,62500,EQUIPAMIENTO MUSEO,3000.0,3000.0,,
2013,334,22400,SEGUROS EXPOSICIONES Y OTROS CULTURA,,,318.45,
2013,334,22609,TEATRO,35000.0,35000.0,56239.33,
2013,334,22610,MUSICA,12500.0,8107.7,9706.4,-4392.3
2013,334,22611,CINE,7500.0,7500.0,4389.43,
2013,334,22612,EXPOSICIONES C.CULTURA,12500.0,12500.0,6616.05,
2013,334,22613,CERTAMENES CULTURA,10600.0,8400.0,4997.41,-2200.0
2013,334,22614,TALLERES C.CULTURA,9400.0,9400.0,5025.0,
2013,334,48000,CONVENIO JUNTA DE COFRADIAS,48000.0,48000.0,48000.0,
2013,334,48001,CONVENIO GRUPOS FOLCLORICOS,8000.0,8000.0,8000.0,
2013,334,48002,CONVENIO ESCUELA DE MUSICA,68431.8,68431.8,68431.8,
2013,334,48003,CONVENIO BANDA DE MUSICA,9000.0,9000.0,9000.0,
2013,334,48004,CONVENIO AGRUPACION CORAL DE ALHAMA,4000.0,4000.0,4000.0,
2013,334,48005,SUBVENCION HERMANDAD VIRGEN DEL ROSARIO,1000.0,1000.0,,
2013,334,48006,PREMIOS CERTAMENES Y CONCURSOS CULTURA,8300.0,10200.0,9700.02,1900.0
2013,334,63700,RESTAURACION RELOJ MECANICO,,4392.3,4392.3,4392.3
2013,334,64000,DECLARAC. INTERES TURISTICO NAC. SEMANA SANTA,3000.0,3000.0,,
2013,336,21000,MANTENIM. Y CONSERVAC. BIENES CULTURALES,,,600.0,
