#IDCONCEPTO,AÑO,INDESREM,CODORGANIC,CODFUNCION,COD.ECON.,CLAVEESPEC,CONCEPTO,Inicial,Modifica,Actual,DRAnul,DRCanc,DROtrasAnul,DRNeto,DR,OI,I,DevI,INeto,Saldo,Deudores,% DR s/ Prev,% I Neto s/ DR
3278.0,2016.0,,,,13009,,IAE FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,404.53,404.53,0.0,404.53,0.0,404.53,-404.53,0.0,0.0,100.0
3209.0,2016.0,,,,29000,,I.C.I.O,460000.0,0.0,460000.0,223829.39,0.0,223829.39,694180.0,918009.39,0.0,284894.23,2907.01,281987.22,-234180.0,412192.78,150.908695652,40.6216283961
3279.0,2016.0,,,,29009,,ICIO FRACCIONAMIENTOS,0.0,0.0,0.0,218800.31,0.0,218800.31,47866.16,266666.47,0.0,41655.87,0.0,41655.87,-47866.16,6210.29,0.0,87.0257192137
3210.0,2016.0,,,,30000,,ABASTECIMIENTO AGUA,2800000.0,489414.36,3289414.36,0.0,0.0,0.0,3289414.36,3289414.36,0.0,2632974.78,0.0,2632974.78,0.0,656439.58,100.0,80.0438768681
3211.0,2016.0,,,,30200,,RECOGIDA BASURAS,782000.0,0.0,782000.0,23467.64,0.0,23467.64,788629.62,812097.26,0.0,683730.7,7229.86,676500.84,-6629.62,112128.78,100.847777494,85.7818198611
3280.0,2016.0,,,,30209,,RESIDUOS FRACCIONAMIENTOS,0.0,0.0,0.0,2147.33,0.0,2147.33,6241.44,8388.77,0.0,1500.57,0.0,1500.57,-6241.44,4740.87,0.0,24.0420479889
3206.0,2016.0,,,,32100,,LIC. UBANISTICAS,90000.0,0.0,90000.0,8668.81,0.0,8668.81,83014.85,91683.66,0.0,63187.11,78.81,63108.3,6985.15,19906.55,92.2387222222,76.0204951283
3281.0,2016.0,,,,32109,,TASA LIC.OBRAS FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,256.0,256.0,0.0,220.0,0.0,220.0,-256.0,36.0,0.0,85.9375
3212.0,2016.0,,,,32300,,OTROS SERVICIOS URB. LICENCIAS DE ACTIVIDAD,21000.0,0.0,21000.0,185.59,0.0,185.59,16558.96,16744.55,0.0,13245.31,0.0,13245.31,4441.04,3313.65,78.8521904762,79.9887794886
3282.0,2016.0,,,,32309,,LIC.APERTURA FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,415.44,415.44,0.0,56.25,0.0,56.25,-415.44,359.19,0.0,13.5398613518
3213.0,2016.0,,,,32500,,TASA EXPEDICION DOCUMENTOS,37000.0,0.0,37000.0,918.96,0.0,918.96,39803.72,40722.68,0.0,36090.29,38.66,36051.63,-2803.72,3752.09,107.577621622,90.573519259
3234.0,2016.0,,,,32501,,EXP. DOCUMENTOS PLAN.URB.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3283.0,2016.0,,,,32509,,EXPED.DOCUMENTOS FRACCIONAMIENTOS,0.0,0.0,0.0,800.0,0.0,800.0,733.3,1533.3,0.0,733.3,0.0,733.3,-733.3,0.0,0.0,100.0
3214.0,2016.0,,,,32600,,TASA RETIRADA VEHICULOS,14000.0,0.0,14000.0,185.65,0.0,185.65,16385.0,16570.65,0.0,16387.05,185.65,16201.4,-2385.0,183.6,117.035714286,98.8794629234
3284.0,2016.0,,,,32609,,DEPOSITO Y RETIRADA VEH FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,29.7,29.7,0.0,29.7,0.0,29.7,-29.7,0.0,0.0,100.0
3215.0,2016.0,,,,33100,,VADO VEHICULOS,71000.0,0.0,71000.0,940.6,0.0,940.6,70463.15,71403.75,0.0,65493.61,46.26,65447.35,536.85,5015.8,99.2438732394,92.8816693548
3285.0,2016.0,,,,33109,,VADOS FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,129.6,129.6,0.0,129.6,0.0,129.6,-129.6,0.0,0.0,100.0
3216.0,2016.0,,,,33200,,"OCUP.VIA MERCADO,",73000.0,0.0,73000.0,1974.57,0.0,1974.57,72810.43,74785.0,0.0,48314.61,0.0,48314.61,189.57,24495.82,99.7403150685,66.3567156519
3217.0,2016.0,,,,33201,,TASA QUIOSCOS Y PUESTOS,1000.0,0.0,1000.0,4103.3,0.0,4103.3,28753.02,32856.32,0.0,23779.32,0.0,23779.32,-27753.02,4973.7,2875.302,82.7019909561
3231.0,2016.0,,,,33203,,PLAZA ABASTOS,17000.0,0.0,17000.0,0.0,0.0,0.0,18297.87,18297.87,0.0,12414.87,0.0,12414.87,-1297.87,5883.0,107.634529412,67.8487168179
3286.0,2016.0,,,,33209,,OCUP. SUELO FRACCIONAMIENTOS,0.0,0.0,0.0,1548.53,0.0,1548.53,748.44,2296.97,0.0,110.44,0.0,110.44,-748.44,638.0,0.0,14.7560258671
3287.0,2016.0,,,,33210,,QUIOSCOS FRACCIONAMIENTOS,0.0,0.0,0.0,252.68,0.0,252.68,271.69,524.37,0.0,31.69,0.0,31.69,-271.69,240.0,0.0,11.6640288564
3218.0,2016.0,,,,33301,,EMPRESA DISTRIBUIDORA SERVICIOS(IBERDR. Y GAS),580000.0,0.0,580000.0,0.0,0.0,0.0,435208.37,435208.37,0.0,431922.14,0.0,431922.14,144791.63,3286.23,75.0359258621,99.244906526
3219.0,2016.0,,,,33400,,TASA APERTURA ZANJAS,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
3220.0,2016.0,,,,33500,,MESAS Y SILLAS,13000.0,0.0,13000.0,877.7,0.0,877.7,21947.29,22824.99,0.0,14630.14,0.0,14630.14,-8947.29,7317.15,168.825307692,66.6603484986
3290.0,2016.0,,,,33509,,MESAS SILLAS  FRACCIONAMIENTOS,0.0,0.0,0.0,158.76,0.0,158.76,361.7,520.46,0.0,313.7,0.0,313.7,-361.7,48.0,0.0,86.729333702
3244.0,2016.0,,,,33600,,PUESTOS,7000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0
3255.0,2016.0,,,,33601,,FERIA,16000.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0
3221.0,2016.0,,,,33800,,COMPENSACION TELEFONICA ESPAÑA S.A.,20000.0,0.0,20000.0,0.0,0.0,0.0,21492.43,21492.43,0.0,21492.43,0.0,21492.43,-1492.43,0.0,107.46215,100.0
3222.0,2016.0,,,,33900,,"TASA PLACA VADOS, ESCOMBROS",1000.0,0.0,1000.0,3212.35,0.0,3212.35,8656.74,11869.09,0.0,2805.8,0.0,2805.8,-7656.74,5850.94,865.674,32.4117392922
3202.0,2016.0,,,,34000,,AYUDA A DOMICILIO,6000.0,0.0,6000.0,38.5,0.0,38.5,4459.0,4497.5,0.0,3490.75,38.5,3452.25,1541.0,1006.75,74.3166666667,77.4220677282
3203.0,2016.0,,,,34100,,"CENTRO ESTANCIAS DIURNAS, TELEASISTENCIA",59000.0,0.0,59000.0,9105.9,0.0,9105.9,53099.17,62205.07,0.0,52067.02,9105.9,42961.12,5900.83,10138.05,89.9985932203,80.9073286833
3292.0,2016.0,,,,34109,,C.E.DIURNAS FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,502.11,502.11,0.0,0.0,0.0,0.0,-502.11,502.11,0.0,0.0
3204.0,2016.0,,,,34200,,"P.P. ESCUELA INFANTIL, E.MUSICA, PROXIMIDAD",248000.0,0.0,248000.0,4004.97,0.0,4004.97,281790.19,285795.16,0.0,233755.95,2737.77,231018.18,-33790.19,50772.01,113.625076613,81.9823358649
3250.0,2016.0,,,,34201,,E.I. LOS SECANOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3340.0,2016.0,,,,34202,,CUOTAS EDUCAVERANO,7000.0,0.0,7000.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,6994.0,0.0,0.0857142857143,100.0
3245.0,2016.0,,,,34204,,CURSOS MANIPULADOR ALIMENTOS,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
3293.0,2016.0,,,,34209,,"ESC. INFANTIL. E.MUSICA, PROXIM  FRACCIONAMIENTOS",0.0,0.0,0.0,642.48,0.0,642.48,1180.58,1823.06,0.0,105.0,91.88,13.12,-1180.58,1167.46,0.0,1.11131816565
3223.0,2016.0,,,,34300,,"PISCINAS, E.DEPORTIVAS,",137000.0,0.0,137000.0,16837.2,0.0,16837.2,245700.45,262537.65,0.0,242682.3,0.0,242682.3,-108700.45,3018.15,179.343394161,98.7716139714
3224.0,2016.0,,,,34302,,P.P. INSTALACIONES MUNIC.Y DEPORTIVAS,77000.0,0.0,77000.0,0.0,0.0,0.0,31791.58,31791.58,0.0,31791.58,0.0,31791.58,45208.42,0.0,41.2877662338,100.0
3235.0,2016.0,,,,34303,,P.P. PARKING MUNICIPAL,52000.0,0.0,52000.0,0.0,0.0,0.0,57138.32,57138.32,0.0,57138.32,0.0,57138.32,-5138.32,0.0,109.881384615,100.0
3225.0,2016.0,,,,34400,,"P.P.CINE, TEATRO Y OTROS ESPECTACULOS",11300.0,0.0,11300.0,0.0,0.0,0.0,1840.0,1840.0,0.0,1840.0,0.0,1840.0,9460.0,0.0,16.2831858407,100.0
3256.0,2016.0,,,,34401,,TAQUILLA TEATRO,0.0,0.0,0.0,0.0,0.0,0.0,13011.5,13011.5,0.0,13011.5,0.0,13011.5,-13011.5,0.0,0.0,100.0
3257.0,2016.0,,,,34402,,TALLERES,20000.0,0.0,20000.0,110.0,0.0,110.0,17275.32,17385.32,0.0,14635.32,40.0,14595.32,2724.68,2680.0,86.3766,84.4865391784
3325.0,2016.0,,,,34403,,"CUOTAS PROG.""UN RATITO MAS""",0.0,24536.0,24536.0,1056.0,0.0,1056.0,34214.5,35270.5,0.0,20407.0,0.0,20407.0,-9678.5,13807.5,139.446119987,59.6443028541
3295.0,2016.0,,,,34409,,TALLERES   FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,-50.0,50.0,0.0,0.0
3236.0,2016.0,,,,34701,,ENLACES MATRIMONIALES,2000.0,0.0,2000.0,0.0,0.0,0.0,1365.0,1365.0,0.0,1365.0,0.0,1365.0,635.0,0.0,68.25,100.0
3258.0,2016.0,,,,34900,,HUERTOS ECOLOGICOS,6000.0,0.0,6000.0,72.0,0.0,72.0,5600.0,5672.0,0.0,3936.0,0.0,3936.0,400.0,1664.0,93.3333333333,70.2857142857
3316.0,2016.0,,,,35000,,COMP.ZONA 17-01,0.0,0.0,0.0,8468.26,0.0,8468.26,18430.49,26898.75,0.0,24215.19,6120.15,18095.04,-18430.49,335.45,0.0,98.1799181682
3262.0,2016.0,,,,38900,,REINTEGROS DE EJERCICIOS CERRADOS,0.0,0.0,0.0,0.0,0.0,0.0,1607.39,1607.39,0.0,1607.39,0.0,1607.39,-1607.39,0.0,0.0,100.0
3198.0,2016.0,,,,39100,,MULTAS INFRACCIONES URBANISTICAS,164000.0,0.0,164000.0,20881.67,0.0,20881.67,141192.9,162074.57,0.0,68501.21,0.0,68501.21,22807.1,72691.69,86.0932317073,48.516044362
3297.0,2016.0,,,,39109,,INFRAC.URB.  FRACCIONAMIENTOS,0.0,0.0,0.0,78163.58,0.0,78163.58,17142.23,95305.81,0.0,14594.11,0.0,14594.11,-17142.23,2548.12,0.0,85.1354228709
3226.0,2016.0,,,,39120,,MULTAS CIRCULACION,75000.0,0.0,75000.0,24562.46,0.0,24562.46,128324.72,152887.18,0.0,90685.84,360.46,90325.38,-53324.72,37999.34,171.099626667,70.3881372194
3298.0,2016.0,,,,39129,,MULTAS  FRACCIONAMIENTOS,0.0,0.0,0.0,931.85,0.0,931.85,2029.14,2960.99,0.0,1162.47,0.0,1162.47,-2029.14,866.67,0.0,57.2888021526
3227.0,2016.0,,,,39190,,OTRAS MULTAS Y SANCIONES,15000.0,0.0,15000.0,3317.62,0.0,3317.62,37522.95,40840.57,0.0,8718.9,0.0,8718.9,-22522.95,28804.05,250.153,23.2361794582
3299.0,2016.0,,,,39199,,SANCION GUBERN Y MEDIOAMB.  FRACCIONAMIENTOS,0.0,0.0,0.0,415.97,0.0,415.97,880.03,1296.0,0.0,232.33,0.0,232.33,-880.03,647.7,0.0,26.4002363556
3228.0,2016.0,,,,39210,,RECARGO EJECUTIVO Y COSTAS,222000.0,0.0,222000.0,944.93,0.0,944.93,162939.19,163884.12,0.0,163884.12,944.93,162939.19,59060.81,0.0,73.3960315315,100.0
3267.0,2016.0,,,,39211,,RECARGO DE APREMIO,0.0,0.0,0.0,112.78,0.0,112.78,5990.69,6103.47,0.0,6103.47,112.78,5990.69,-5990.69,0.0,0.0,100.0
3199.0,2016.0,,,,39300,,INTERESES DE DEMORA,143000.0,0.0,143000.0,1107.13,0.0,1107.13,96681.51,97788.64,0.0,95771.1,96.87,95674.23,46318.49,1007.28,67.6094475524,98.9581461853
3301.0,2016.0,,,,39309,,INTERESES DEMORA  FRACCIONAMIENTOS,0.0,0.0,0.0,5.86,0.0,5.86,68.05,73.91,0.0,25.48,0.0,25.48,-68.05,42.57,0.0,37.443056576
3237.0,2016.0,,,,39900,,RECURSOS EVENTUALES,1000.0,0.0,1000.0,563.96,0.0,563.96,13199.57,13763.53,0.0,11120.64,25.11,11095.53,-12199.57,2104.04,1319.957,84.0597837657
3238.0,2016.0,,,,39904,,EJECUCIONES SUBSIDIARIAS,1.0,0.0,1.0,3326.92,0.0,3326.92,20189.9,23516.82,0.0,12521.85,3326.92,9194.93,-20188.9,10994.97,2018990.0,45.5422265588
3344.0,2016.0,,,,39907,,EJECUCIONES SUBSIDIARIAS B.M.N.,0.0,2251970.64,2251970.64,0.0,0.0,0.0,2251970.64,2251970.64,0.0,2251970.64,0.0,2251970.64,0.0,0.0,100.0,100.0
3200.0,2016.0,,,,42000,,PARTICIPACION TRIBUTOS ESTADO (F.N.C.M.),3800000.0,0.0,3800000.0,331262.36,0.0,331262.36,3627114.5,3958376.86,0.0,3958376.86,331262.36,3627114.5,172885.5,0.0,95.4503815789,100.0
3332.0,2016.0,,,,42003,,SEF,0.0,0.0,0.0,0.0,0.0,0.0,129892.81,129892.81,0.0,129892.81,0.0,129892.81,-129892.81,0.0,0.0,100.0
3420.0,2016.0,,,,42004,,SEF. PROGR. MIXTO DE EMPLEO MTO. JARDINES Y ZONAS,0.0,0.0,0.0,0.0,0.0,0.0,177862.68,177862.68,0.0,0.0,0.0,0.0,-177862.68,177862.68,0.0,0.0
3261.0,2016.0,,,,42020,,COMPENSACION IAE,256000.0,0.0,256000.0,20060.43,0.0,20060.43,194369.52,214429.95,0.0,214429.95,20060.43,194369.52,61630.48,0.0,75.92559375,100.0
3270.0,2016.0,,,,42100,,M.O. CONSEJOS COMARCALES 1ª Y 2ª FASE,0.0,0.0,0.0,3380.8,0.0,3380.8,109300.98,112681.78,0.0,112681.78,3380.8,109300.98,-109300.98,0.0,0.0,100.0
3246.0,2016.0,,,,45002,,C.ATENCION TEMPRANA Y C. OCUPACIONAL,52134.0,0.0,52134.0,0.0,0.0,0.0,61445.97,61445.97,0.0,61445.97,0.0,61445.97,-9311.97,0.0,117.861606629,100.0
3229.0,2016.0,,,,45003,,MTO CENTRO DIA DISCAPACITADOS,185214.66,0.0,185214.66,0.0,0.0,0.0,171386.59,171386.59,0.0,171386.59,0.0,171386.59,13828.07,0.0,92.5340305136,100.0
3230.0,2016.0,,,,45004,,ATENCION PRIMARIA S.S.P.BASICAS.DEPENDENCIAS.INCLU,187468.0,0.0,187468.0,0.0,0.0,0.0,374936.0,374936.0,0.0,374936.0,0.0,374936.0,-187468.0,0.0,200.0,100.0
3336.0,2016.0,,,,45008,,"CONCILIACION DE LA VIDA PERSONAL, LABORAL Y FA",18680.0,13533.0,32213.0,1145.81,0.0,1145.81,66427.19,67573.0,0.0,54557.0,1145.81,53411.19,-34214.19,13016.0,206.212367678,80.4056140264
3232.0,2016.0,,,,45012,,CTRO DE DIA MAYORES,199500.0,0.0,199500.0,0.0,0.0,0.0,155259.58,155259.58,0.0,155259.58,0.0,155259.58,44240.42,0.0,77.8243508772,100.0
3251.0,2016.0,,,,45015,,SUBVENCION PSICOLOGA PAE,0.0,17979.31,17979.31,0.0,0.0,0.0,18479.83,18479.83,0.0,18479.83,0.0,18479.83,-500.52,0.0,102.783866567,100.0
3252.0,2016.0,,,,45016,,VIVERO EMPRESAS MUJERES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3337.0,2016.0,,,,45050,,CURSO OPERACIONES AUXILIARES DE SERV. ADMTVOS.,25740.0,0.0,25740.0,6520.21,0.0,6520.21,19219.79,25740.0,0.0,25740.0,6520.21,19219.79,6520.21,0.0,74.668958819,100.0
3338.0,2016.0,,,,45051,,ACTIVIDADES JOVENES GARANTIA JUVENIL,0.0,0.0,0.0,0.0,0.0,0.0,3208.32,3208.32,0.0,3208.32,0.0,3208.32,-3208.32,0.0,0.0,100.0
3339.0,2016.0,,,,45052,,PROYECTOS PREVENCION DROGAS JOVENES,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,4500.0,0.0,4500.0,0.0,4500.0,-4500.0,0.0,0.0,100.0
3249.0,2016.0,,,,45054,,PLAN SEGURIDAD CIUDADANA UESCARM,300000.0,0.0,300000.0,0.0,0.0,0.0,358122.3,358122.3,0.0,358122.3,0.0,358122.3,-58122.3,0.0,119.3741,100.0
3239.0,2016.0,,,,45058,,INTERESES CAMPO DE FUTBOL,5623.77,0.0,5623.77,0.0,0.0,0.0,4499.02,4499.02,0.0,4499.02,0.0,4499.02,1124.75,0.0,80.0000711267,100.0
3264.0,2016.0,,,,47002,,COLABORACION EMPRESAS,0.0,5500.0,5500.0,0.0,0.0,0.0,9550.0,9550.0,0.0,9225.0,0.0,9225.0,-4050.0,325.0,173.636363636,96.5968586387
3233.0,2016.0,,,,47003,,PERSONAL URBASER (SALARIO),45086.41,0.0,45086.41,0.0,0.0,0.0,44400.0,44400.0,0.0,44400.0,0.0,44400.0,686.41,0.0,98.4775678525,100.0
3266.0,2016.0,,,,47004,,COLABORACIONES P.I.T.,0.0,0.0,0.0,0.0,0.0,0.0,2170.0,2170.0,0.0,2170.0,0.0,2170.0,-2170.0,0.0,0.0,100.0
3201.0,2016.0,,,,52000,,INTERESES DE DEPOSITOS,14000.0,0.0,14000.0,0.0,0.0,0.0,3487.58,3487.58,0.0,3487.58,0.0,3487.58,10512.42,0.0,24.9112857143,100.0
3311.0,2016.0,,,,54000,,ALQUILER INSTALACIONES,0.0,0.0,0.0,7315.85,0.0,7315.85,14844.26,22160.11,0.0,12887.94,0.0,12887.94,-14844.26,1956.32,0.0,86.8210338542
3253.0,2016.0,,,,54001,,CONCESIONES DEMANIALES,27000.0,0.0,27000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,0.0,0.0,0.0
3312.0,2016.0,,,,54100,,ALQUILER DE SUELO MPAL,0.0,0.0,0.0,3690.0,0.0,3690.0,13712.76,17402.76,0.0,16754.75,3690.0,13064.75,-13712.76,648.01,0.0,95.2744013605
3313.0,2016.0,,,,54900,,VIVIENDAS SOCIALES,0.0,0.0,0.0,1024.2,0.0,1024.2,564.0,1588.2,0.0,329.0,0.0,329.0,-564.0,235.0,0.0,58.3333333333
3254.0,2016.0,,,,54901,,ALOJAMIENTO TEMPORAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310.0,2016.0,,,,54909,,VIVIENDAS SOCIALES  FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,4864.57,4864.57,0.0,0.0,0.0,0.0,-4864.57,4864.57,0.0,0.0
3240.0,2016.0,,,,55000,,CONCESIONES ADMINISTRATIVAS,5000.0,0.0,5000.0,0.0,0.0,0.0,2065.95,2065.95,0.0,2065.95,0.0,2065.95,2934.05,0.0,41.319,100.0
3241.0,2016.0,,,,55201,,VENTA PUBLICACIONES MEDIO AMBIENTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3327.0,2016.0,,,,59900,,VTA VEHICULOS ALMACEN MPAL,0.0,0.0,0.0,0.0,0.0,0.0,1181.83,1181.83,0.0,1181.83,0.0,1181.83,-1181.83,0.0,0.0,100.0
3242.0,2016.0,,,,75002,,SUBV.CARM.INSTALACIONES ENERGIA RENOVABLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3342.0,2016.0,,,,75003,,"LAMPARAS, EQUIP. ELECTR. Y REDES EN POL. GUADALENT",0.0,4616.37,4616.37,0.0,0.0,0.0,4616.37,4616.37,0.0,4616.37,0.0,4616.37,0.0,0.0,100.0,100.0
3341.0,2016.0,,,,75004,,CUBIERTA PLAZA DE ABASTOS,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0
3243.0,2016.0,,,,75005,,AMORTIZACION CAMPO CESPED ARTIFICAL,26818.18,0.0,26818.18,0.0,0.0,0.0,26818.18,26818.18,0.0,26818.18,0.0,26818.18,0.0,0.0,100.0,100.0
3416.0,2016.0,,,,75006,,PARDOS 16: MEJORA EFIC. ENERG. BO. S. PEDRO Y OTR.,0.0,94970.25,94970.25,0.0,0.0,0.0,94970.25,94970.25,0.0,94970.25,0.0,94970.25,0.0,0.0,100.0,100.0
3417.0,2016.0,,,,75007,,PARDOS 16: PLATAF. UNICA Y OTROS C/ J.S.PTA. BERRO,0.0,58353.75,58353.75,0.0,0.0,0.0,58353.75,58353.75,0.0,58353.75,0.0,58353.75,0.0,0.0,100.0,100.0
3343.0,2016.0,,,,75015,,EFICIENCIA ENERGETICA Bº. LOS DOLORES POS.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3317.0,2016.0,,,,78001,,INGRESOS C. MUJER,0.0,5245.0,5245.0,0.0,0.0,0.0,5575.0,5575.0,0.0,5575.0,0.0,5575.0,-330.0,0.0,106.291706387,100.0
3315.0,2016.0,,,,78009,,CUOTAS COLABORACION FRACCIONAMIENTOS,0.0,0.0,0.0,176.62,0.0,176.62,215.44,392.06,0.0,38.82,0.0,38.82,-215.44,176.62,0.0,18.0189379874
3328.0,2016.0,,,,87000,,REMANENTE DE TESORERIA PARA GASTOS GENERALES,0.0,5522618.21,5522618.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5522618.21,0.0,0.0,0.0
3271.0,2016.0,,,,87010,,REMAN. TESORERIA PARA GASTOS CON FINANC. AFECT.,0.0,3487625.37,3487625.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3487625.37,0.0,0.0,0.0
