#IDPARTIDA,AÑO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,PARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
10967.0,2016.0,N,,130,16200,,FORMACION CONTINUA AGENTES POLICIA LOCAL,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,100.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10182.0,2016.0,N,,130,20300,,MTO.  EQUIPOS TRANSMISIONES P.LOCAL,2600.0,2600.0,1477.09,1477.09,1477.09,1264.59,1264.59,1122.91,43.1888461538,0.0,0.0,0.0,0.0,1122.91,0.0,0.0,212.5,0.0,0.0,202.09,56.8111538462,56.8111538462,85.613605129
10935.0,2016.0,N,,130,21200,,MANT.  EDIFICIO Y CONSTRUCC. POLICIA,0.0,0.0,988.77,988.77,988.77,825.42,825.42,-988.77,0.0,0.0,0.0,0.0,0.0,-988.77,0.0,0.0,163.35,0.0,0.0,604.25,0.0,0.0,83.4794744986
10183.0,2016.0,N,,130,21300,,"ORDENACION TRAFICO, SEMAFOROS Y SEÑALIZACION",40000.0,40000.0,40804.78,40804.78,40804.78,40379.34,40379.34,-804.78,-2.01195,0.0,0.0,0.0,0.0,-804.78,0.0,0.0,425.44,0.0,0.0,3639.23,102.01195,102.01195,98.9573770524
10133.0,2016.0,N,,130,21400,,MTO. VEHICULOS POLICIA,8000.0,8000.0,18652.55,18652.55,18652.55,18592.55,18592.55,-11193.22,-139.91525,0.0,0.0,0.0,540.67,-10652.55,0.0,0.0,60.0,0.0,0.0,16981.25,233.156875,233.156875,99.6783281642
11063.0,2016.0,N,,130,21488,,(R.E.) MTO. VEHICULOS POLICIA LOCAL,642.69,642.69,642.69,642.69,642.69,642.69,642.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
10831.0,2016.0,N,,130,21600,,MTO. Y ACTUALIZAC. PROGRAMAS INFORMATICOS  P.L.,9972.31,9972.31,7335.24,7335.24,7335.24,7335.24,7335.24,2637.07,26.4439232234,0.0,0.0,0.0,0.0,2637.07,0.0,0.0,0.0,0.0,0.0,363.0,73.5560767766,73.5560767766,100.0
10134.0,2016.0,N,,130,22000,,MATERIAL OFICINA POLICIA,800.0,800.0,1276.06,1276.06,1276.06,1276.06,1276.06,-476.06,-59.5075,0.0,0.0,0.0,0.0,-476.06,0.0,0.0,0.0,0.0,0.0,419.87,159.5075,159.5075,100.0
10968.0,2016.0,N,,130,22100,,ENERGIA ELECTRICA EDIFICIOS POLICIA Y PROT.CIVIL,12530.89,12530.89,11973.96,11973.96,11973.96,10224.74,10224.74,556.93,4.44445685821,0.0,0.0,0.0,0.0,556.93,0.0,0.0,1749.22,0.0,0.0,0.0,95.5555431418,95.5555431418,85.3914661482
10135.0,2016.0,N,,130,22104,,VESTUARIO POLICIA,22800.0,22800.0,32596.66,32596.66,32596.66,25613.02,25613.02,-9796.66,-42.9678070175,0.0,0.0,0.0,0.0,-9796.66,0.0,0.0,6983.64,0.0,0.0,8902.52,142.967807018,142.967807018,78.5755963955
10184.0,2016.0,N,,130,22199,,SUMINISTROS DIVERSOS P.I.T.,1500.0,1500.0,2525.52,2525.52,2525.52,2525.52,2525.52,-1025.52,-68.368,0.0,0.0,0.0,0.0,-1025.52,0.0,0.0,0.0,0.0,0.0,1434.28,168.368,168.368,100.0
10779.0,2016.0,N,,130,22200,,SERVICIOS DE TELECOMUNICACIONES P.L.,1000.0,1000.0,103.59,103.59,103.59,103.59,103.59,896.41,89.641,0.0,0.0,0.0,0.0,896.41,0.0,0.0,0.0,0.0,0.0,0.0,10.359,10.359,100.0
10185.0,2016.0,N,,130,22300,,SERVICIO AUTOBUS P.I.T.,7000.0,7000.0,5155.52,5155.52,5155.52,4006.02,4006.02,1844.48,26.3497142857,0.0,0.0,0.0,0.0,1844.48,0.0,0.0,1149.5,0.0,0.0,544.5,73.6502857143,73.6502857143,77.7035100242
10926.0,2016.0,N,,130,22601,,ATENCIONES PROTOCOLARIAS POLICIA LOCAL,2000.0,2000.0,1320.32,1320.32,1320.32,478.43,478.43,277.18,13.859,0.0,0.0,0.0,402.5,679.68,0.0,0.0,841.89,0.0,0.0,1319.2,66.016,66.016,36.2359125061
11110.0,2016.0,N,,130,22606,,IMPARTICION DE CURSOS POLICIA LOCAL,0.0,0.0,705.9,705.9,705.9,705.9,705.9,-705.9,0.0,0.0,0.0,0.0,0.0,-705.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10938.0,2016.0,N,,130,22609,,50 ANIVERSARIO P.I.T,1500.0,1500.0,259.99,259.99,259.99,259.99,259.99,1240.01,82.6673333333,0.0,0.0,0.0,0.0,1240.01,0.0,0.0,0.0,0.0,0.0,0.0,17.3326666667,17.3326666667,100.0
10186.0,2016.0,N,,130,22699,,MATERIAL TECNICO Y  GTOS. DIVERSOS POLICIA,6000.0,6000.0,2904.44,2904.44,2904.44,2904.44,2904.44,3032.03,50.5338333333,0.0,0.0,0.0,63.53,3095.56,0.0,0.0,0.0,0.0,63.53,2863.17,48.4073333333,48.4073333333,100.0
10187.0,2016.0,N,,130,22701,,RETIRADA DE VEHICULOS DE LA VIA PUBLICA,48400.0,35714.01,20351.82,20351.82,20351.82,20351.82,20351.82,15362.19,43.0144640717,-12685.99,0.0,-12685.99,0.0,15362.19,0.0,0.0,0.0,0.0,0.0,0.0,56.9855359283,56.9855359283,100.0
10969.0,2016.0,N,,130,22706,,SERV.  APOYO TRAMIT. PROC. JUDICIALES,4700.0,4700.0,0.0,0.0,0.0,0.0,0.0,4700.0,100.0,0.0,0.0,0.0,0.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10880.0,2016.0,N,,130,62290,,CUARTEL POLICIA LOCAL Y PROTECCION CIVIL,0.0,60985.94,0.0,0.0,0.0,0.0,0.0,60985.94,100.0,60985.94,60985.94,0.0,0.0,60985.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11087.0,2016.0,N,,130,62400,,ADQUISICION VEHICULO POLICIAL,26800.0,35245.38,49972.64,49972.64,49972.64,0.0,0.0,-14727.26,-41.7849374868,8445.38,0.0,8445.38,0.0,-14727.26,0.0,0.0,49972.64,0.0,0.0,49972.64,141.784937487,141.784937487,0.0
10970.0,2016.0,N,,130,62900,,OTRAS INVERSIONES GRALES. POLICIA LOCAL,26000.0,46432.61,31250.09,31250.09,31250.09,30087.81,30087.81,15182.52,32.6979680875,20432.61,0.0,20432.61,0.0,15182.52,0.0,0.0,1162.28,0.0,0.0,2257.81,67.3020319125,67.3020319125,96.2807147115
10188.0,2016.0,N,,135,21300,,MATERIAL TECNICO PROTEC. CIVL,1810.0,1532.0,0.0,0.0,0.0,0.0,0.0,1532.0,100.0,-278.0,0.0,-278.0,0.0,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10189.0,2016.0,N,,135,21400,,MTO. VEHICULOS PROT. CIVIL,4200.0,4200.0,961.58,961.58,961.58,961.58,961.58,3238.42,77.1052380952,0.0,0.0,0.0,0.0,3238.42,0.0,0.0,0.0,0.0,0.0,354.86,22.8947619048,22.8947619048,100.0
11064.0,2016.0,N,,135,21488,,R.E. MTO. VEHICULOS PROTECCION CIVIL,232.0,232.0,232.0,232.0,232.0,232.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
10190.0,2016.0,N,,135,22104,,VESTUARIO PROTEC. CIVIL,2000.0,2000.0,3729.83,3729.83,3729.83,0.0,0.0,-1729.83,-86.4915,0.0,0.0,0.0,0.0,-1729.83,0.0,0.0,3729.83,0.0,0.0,3729.83,186.4915,186.4915,0.0
10767.0,2016.0,N,,135,22601,,ATENCIONES PROTOCOLARIAS PROTECC. CIVIL,2700.0,2700.0,2783.97,2783.97,2783.97,2734.47,2734.47,-83.97,-3.11,0.0,0.0,0.0,0.0,-83.97,0.0,0.0,49.5,0.0,0.0,316.76,103.11,103.11,98.2219635987
10191.0,2016.0,N,,135,22606,,CURSOS Y FORMACION PROTEC. CIVIL,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,100.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10192.0,2016.0,N,,135,22609,,PLANES ACTUACION PROTEC. CIVIL,2500.0,2500.0,600.0,600.0,600.0,600.0,600.0,1900.0,76.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,570.0,24.0,24.0,100.0
10768.0,2016.0,N,,135,48000,,SORTEO PROTECCION CIVIL,300.0,578.0,278.0,278.0,278.0,278.0,278.0,300.0,51.9031141869,278.0,0.0,278.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,278.0,48.0968858131,48.0968858131,100.0
10952.0,2016.0,N,,135,62500,,INVERSIONES PROTEC. CIVIL,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10193.0,2016.0,N,,150,12000,,RETRIBUCIONES BASICAS URBANISMO-A1,52454.34,52454.34,44726.76,44726.76,44726.76,44726.76,44726.76,7727.58,14.7320126419,0.0,0.0,0.0,0.0,7727.58,0.0,0.0,0.0,0.0,0.0,0.0,85.2679873581,85.2679873581,100.0
10194.0,2016.0,N,,150,12001,,RETRIBUCIONES BASICAS URBANISMO-A2,94756.7,94756.7,88832.71,88832.71,88832.71,88832.71,88832.71,5923.99,6.25179011088,0.0,0.0,0.0,0.0,5923.99,0.0,0.0,0.0,0.0,0.0,0.0,93.7482098891,93.7482098891,100.0
10195.0,2016.0,N,,150,12003,,RETRIBUCIONES BASICAS URBANISMO-C1,93006.24,93006.24,73031.98,73031.98,73031.98,73031.98,73031.98,19974.26,21.4762579371,0.0,0.0,0.0,0.0,19974.26,0.0,0.0,0.0,0.0,0.0,0.0,78.5237420629,78.5237420629,100.0
10196.0,2016.0,N,,150,12004,,RETRIBUCIONES URBANISMO-C2,136903.59,136903.59,103437.54,103437.54,103437.54,103437.54,103437.54,33466.05,24.4449762055,0.0,0.0,0.0,0.0,33466.05,0.0,0.0,0.0,0.0,0.0,0.0,75.5550237945,75.5550237945,100.0
10197.0,2016.0,N,,150,12005,,RETRIBUCIONES BASICAS URBANISMO-E,151357.4,151357.4,120837.06,120837.06,120837.06,120837.06,120837.06,30520.34,20.1644187863,0.0,0.0,0.0,0.0,30520.34,0.0,0.0,0.0,0.0,0.0,0.0,79.8355812137,79.8355812137,100.0
10901.0,2016.0,N,,150,12007,,RECUPERACION RESTO PAGA EXTRA DIC.2012,0.0,0.0,31795.99,31795.99,31795.99,31795.99,31795.99,-31795.99,0.0,0.0,0.0,0.0,0.0,-31795.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10198.0,2016.0,N,,150,12100,,COMPLEMENTO DESTINO URBANISMO,294714.07,294714.07,178924.99,178924.99,178924.99,178924.99,178924.99,115789.08,39.288616251,0.0,0.0,0.0,0.0,115789.08,0.0,0.0,0.0,0.0,0.0,0.0,60.711383749,60.711383749,100.0
10199.0,2016.0,N,,150,12101,,COMPLEMENTO ESPECIFICO URBANISMO,436158.81,436158.81,251771.37,251771.37,251771.37,251771.37,251771.37,184387.44,42.275298761,0.0,0.0,0.0,0.0,184387.44,0.0,0.0,0.0,0.0,0.0,0.0,57.724701239,57.724701239,100.0
10852.0,2016.0,N,,150,13100,,PERS. LABORAL TEMPORAL URBANISMO,10820.51,10820.51,11413.03,11413.03,11413.03,11413.03,11413.03,-592.52,-5.47589716196,0.0,0.0,0.0,0.0,-592.52,0.0,0.0,0.0,0.0,0.0,0.0,105.475897162,105.475897162,100.0
10200.0,2016.0,N,,150,15000,,PRODUCTIVIDAD FUNCIONARIOS URBANISMO,47339.96,47339.96,78203.63,78203.63,78203.63,78203.63,78203.63,-30863.67,-65.1958092064,0.0,0.0,0.0,0.0,-30863.67,0.0,0.0,0.0,0.0,0.0,0.0,165.195809206,165.195809206,100.0
10971.0,2016.0,N,,150,15001,,PRODUCTIVIDAD LABORALES URBANISMO,423.77,423.77,588.69,588.69,588.69,588.69,588.69,-164.92,-38.9173372348,0.0,0.0,0.0,0.0,-164.92,0.0,0.0,0.0,0.0,0.0,0.0,138.917337235,138.917337235,100.0
10764.0,2016.0,N,,150,15100,,GRATIFICACIONES PERSONAL URBANISMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10201.0,2016.0,N,,150,16000,,SEGURIDAD SOCIAL FUNCIONARIOS URBANISMO,331204.91,331204.91,272434.04,272434.04,272434.04,272434.04,272434.04,58770.87,17.7445648375,0.0,0.0,0.0,0.0,58770.87,0.0,0.0,0.0,0.0,0.0,0.0,82.2554351625,82.2554351625,100.0
10972.0,2016.0,N,,150,16001,,SEGURIDAD SOCIAL PERS. LABORAL URBANISMO,3473.38,3473.38,0.0,0.0,0.0,0.0,0.0,3473.38,100.0,0.0,0.0,0.0,0.0,3473.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10202.0,2016.0,N,,150,21000,,MTO. CONSERV. E. PUBLICOS E INFRAE. Y ACCESIBILIDA,74000.0,67232.98,5628.73,5628.73,5628.73,5628.73,5628.73,61516.88,91.4980713334,-6767.02,0.0,-6767.02,87.37,61604.25,0.0,0.0,0.0,0.0,0.0,5630.41,8.3719775622,8.3719775622,100.0
10973.0,2016.0,N,,150,21088,,R.E. MTO. Y CONSERV. ESPACIOS PUBLICOS,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,2299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
10203.0,2016.0,N,,150,21200,,CUOTA MTO. EDIFICIOS Y OTRAS INSTALACIONES,2000.0,2000.0,388.28,388.28,388.28,388.28,388.28,1611.72,80.586,0.0,0.0,0.0,0.0,1611.72,0.0,0.0,0.0,0.0,0.0,77.67,19.414,19.414,100.0
10204.0,2016.0,N,,150,21300,,MTO. MAQUINARIA URBANISMO,500.0,500.0,458.59,458.59,458.59,458.59,458.59,41.41,8.282,0.0,0.0,0.0,0.0,41.41,0.0,0.0,0.0,0.0,0.0,458.59,91.718,91.718,100.0
10205.0,2016.0,N,,150,22111,,MATERIAL TECNICO Y ESPECIAL URBANISMO,3000.0,3000.0,417.77,417.77,417.77,417.77,417.77,2582.23,86.0743333333,0.0,0.0,0.0,0.0,2582.23,0.0,0.0,0.0,0.0,0.0,400.97,13.9256666667,13.9256666667,100.0
11105.0,2016.0,N,,150,22602,,PUBLICIDAD Y PROPAGANDA URBANISMO,0.0,0.0,713.9,713.9,713.9,713.9,713.9,-883.3,0.0,0.0,0.0,0.0,169.4,-713.9,0.0,0.0,0.0,0.0,0.0,423.5,0.0,0.0,100.0
10974.0,2016.0,N,,150,22609,,INFRAESTRUCTURAS   DIVERSOS EVENTOS,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,100.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10206.0,2016.0,N,,150,22699,,GTOS. DIVERSOS URBANISMO,6000.0,6000.0,611.96,611.96,611.96,611.96,611.96,5388.04,89.8006666667,0.0,0.0,0.0,0.0,5388.04,0.0,0.0,0.0,0.0,0.0,611.96,10.1993333333,10.1993333333,100.0
10866.0,2016.0,N,,150,22701,,DEMOLICION DE EDIFICIOS,15000.0,15000.0,7820.0,7820.0,7820.0,7820.0,7820.0,7180.0,47.8666666667,0.0,0.0,0.0,0.0,7180.0,0.0,0.0,0.0,0.0,0.0,0.0,52.1333333333,52.1333333333,100.0
10771.0,2016.0,N,,150,22702,,TRABAJOS TECNICOS DE PROFESIONALES,8000.0,8000.0,10970.67,10970.67,10970.67,10970.67,10970.67,-2970.67,-37.133375,0.0,0.0,0.0,0.0,-2970.67,0.0,0.0,0.0,0.0,0.0,0.0,137.133375,137.133375,100.0
10872.0,2016.0,N,,150,22705,,PROYECTOS Y ESTUDIOS TECNICOS CONDADO ALHAMA,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10083.0,2016.0,N,,150,22706,,"PROYECTOS, ESTUDIOS Y TRAB. TECNICOS URBANISMO",55000.0,55000.0,92763.22,92763.22,92763.22,71225.22,71225.22,-76761.52,-139.5664,0.0,0.0,0.0,38998.3,-37763.22,0.0,0.0,21538.0,0.0,0.0,40029.95,168.6604,168.6604,76.7817460412
10207.0,2016.0,N,,150,22799,,OBRAS DE EJECUCION SUBSIDIARIA,3000.0,64177.6,26620.0,26620.0,26620.0,26620.0,26620.0,37557.6,58.5213532447,61177.6,0.0,61177.6,0.0,37557.6,0.0,0.0,0.0,0.0,58058.67,0.0,41.4786467553,41.4786467553,100.0
10975.0,2016.0,N,,150,48000,,CONVENIO COLAB. ENTIDAD URB. CONDADO ALHAMA,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,31500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31500.0,100.0,100.0,100.0
11128.0,2016.0,N,,150,60000,,OBRAS DE EJECUCION SUBSIDIARIA,0.0,2190793.04,99028.97,99028.97,99028.97,92373.97,92373.97,27406.5,1.25098535095,2190793.04,0.0,2190793.04,2064357.57,2091764.07,0.0,0.0,6655.0,0.0,0.0,2064357.57,4.52023391493,4.52023391493,93.2797443011
10873.0,2016.0,N,,150,60091,,VIAL ACCESO BO. LOS DOLORES. REINCORP. A PMS 2016,0.0,974491.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974491.43,974491.43,0.0,974491.43,974491.43,0.0,0.0,0.0,0.0,0.0,974491.43,0.0,0.0,0.0
11137.0,2016.0,N,,150,60092,,PRESUPUESTOS PARTICIPATIVOS. REINCORP. A PMS,0.0,338453.38,0.0,0.0,0.0,0.0,0.0,338453.38,100.0,338453.38,338453.38,0.0,0.0,338453.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10888.0,2016.0,N,,150,60093,,"CAMPO DE VUELO, S.L.",0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1200000.0,0.0,1200000.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10890.0,2016.0,N,,150,60094,,NUEVA LIQUIDACION AU POLARIS,0.0,355292.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355292.45,355292.45,0.0,355292.45,355292.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10892.0,2016.0,N,,150,60961,,ACTUACIONES EN P.P. LOS SECANOS,0.0,103354.46,0.0,0.0,0.0,0.0,0.0,103354.46,100.0,103354.46,103354.46,0.0,0.0,103354.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10927.0,2016.0,N,,150,62500,,INVERSIONES EN ADMINISTRACION GRAL. DE URBANISMO,0.0,3842.02,3842.02,3842.02,3842.02,3842.02,3842.02,0.0,0.0,3842.02,0.0,3842.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11098.0,2016.0,N,,150,62700,,BALNEARIO E INFRAESTRUCTURAS.REINCORP. A PMS 2016,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,1800000.0,100.0,1800000.0,1800000.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11095.0,2016.0,N,,150,62900,,"""ALHAMA SUMA"". REINCORP. A PMS 2016",0.0,1250000.0,0.0,0.0,0.0,0.0,0.0,1000000.0,80.0,1250000.0,1250000.0,0.0,250000.0,1250000.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0
10208.0,2016.0,N,,1532,13100,,PERS. LABORAL TEMPORAL OBRAS Y SERVICIOS,10410.54,9557.48,46214.21,46214.21,46214.21,46214.21,46214.21,-36656.73,-383.539698749,-853.06,0.0,-853.06,0.0,-36656.73,0.0,0.0,0.0,0.0,0.0,0.0,483.539698749,483.539698749,100.0
10209.0,2016.0,N,,1532,13101,,PEONES AGRICOLAS OBRAS Y SERVICIOS,40444.56,93416.31,91530.08,91530.08,91530.08,91530.08,91530.08,1886.23,2.01916560395,52971.75,52118.69,853.06,0.0,1886.23,0.0,0.0,0.0,0.0,0.0,0.0,97.980834396,97.980834396,100.0
10210.0,2016.0,N,,1532,16001,,SEGURIDAD SOCIAL PERSONAL LABORAL O.Y SERVICIOS,13555.42,13555.42,34535.01,34535.01,34535.01,34535.01,34535.01,-20979.59,-154.769014903,0.0,0.0,0.0,0.0,-20979.59,0.0,0.0,0.0,0.0,0.0,0.0,254.769014903,254.769014903,100.0
10211.0,2016.0,N,,1532,21000,,MTO. VIAS PUBLICAS Y CONSEJOS COMARCALES,75000.0,75000.0,51974.42,51974.42,51974.42,48050.87,48050.87,21438.42,28.58456,0.0,0.0,0.0,1587.16,23025.58,0.0,0.0,3923.55,0.0,0.0,29141.34,69.2992266667,69.2992266667,92.4509980102
10976.0,2016.0,N,,1532,21088,,R.E. MTO. VIAS PUBLICAS,212.28,7225.44,7225.44,7225.44,7225.44,212.28,212.28,0.0,0.0,7013.16,0.0,7013.16,0.0,0.0,0.0,0.0,7013.16,0.0,0.0,0.0,100.0,100.0,2.93795256759
10212.0,2016.0,N,,1532,21200,,MTO. EDIFICIOS E INST. PUBLICAS,45000.0,45000.0,12651.48,12651.48,12651.48,11023.14,11023.14,32289.44,71.7543111111,0.0,0.0,0.0,59.08,32348.52,0.0,0.0,1628.34,0.0,0.0,7255.3,28.1144,28.1144,87.1292528621
10213.0,2016.0,N,,1532,22000,,SUMINISTRO CARTELERIA LICENCIA DE OBRA,10890.0,10890.0,5868.5,5868.5,5868.5,5324.0,5324.0,5021.5,46.1111111111,0.0,0.0,0.0,0.0,5021.5,0.0,0.0,544.5,0.0,0.0,0.0,53.8888888889,53.8888888889,90.7216494845
11065.0,2016.0,N,,1532,22088,,R.E. SUMINISTRO CARTELERIA LICENCIAS OBRA,181.5,181.5,181.5,181.5,181.5,181.5,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
10214.0,2016.0,N,,161,22101,,SUMINISTRO AGUA POTABLE,2800000.0,3289414.36,3289414.36,3289414.36,3289414.36,2632974.78,2632974.78,0.0,0.0,489414.36,0.0,489414.36,0.0,0.0,0.0,0.0,656439.58,0.0,0.0,0.0,100.0,100.0,80.0438768681
