#IDPARTIDA,ANYPPTO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
,2014.0,,,171,22703,,FUMIGACION Y PODAS EN JARDINES,18000.0,18000.0,,,20497.54,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,171,22704,,GESTION RESIDUOS VEGETALES DE JARDINES,2000.0,2000.0,,,1787.5,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,171,22707,,MTO. ZONAS VERDES SECTOR I- II,163955.0,163955.0,,,160007.4,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,171,22709,,MTO. JUEGOS INFANTILES EN PARQUES,6000.0,3614.42,,,519.09,,,,,-2385.58,,,,,,,,,,,,,
,2014.0,,,171,60900,,PASEO LA CUBANA. AMPLIACION JARDIN LA CUBANA,0.0,250000.0,,,0.0,,,,,250000.0,,,,,,,,,,,,,
,2014.0,,,171,60902,,JARDIN DE LAS CAÑADAS,0.0,35000.0,,,34604.94,,,,,35000.0,,,,,,,,,,,,,
,2014.0,,,171,60990,,ACONDICIONAMIENTO JARDIN PACO RABAL (I.R.),0.0,39350.92,,,0.0,,,,,39350.92,,,,,,,,,,,,,
,2014.0,,,171,62190,,RIEGO EN PARQUES Y JARDINES. FASE II (I.R.),0.0,82198.0,,,0.0,,,,,82198.0,,,,,,,,,,,,,
,2014.0,,,171,62500,,EQUIPAMIENTO PARQUES Y JARDINES,1000.0,16248.25,,,15248.25,,,,,15248.25,,,,,,,,,,,,,
,2014.0,,,221,16000,,SEGURIDAD SOCIAL,1450477.84,1451984.6,,,1297578.43,,,,,1506.76,,,,,,,,,,,,,
,2014.0,,,221,16009,,ACCIDENTE Y COMPLEMENTO ACCIDENTE,3000.0,3000.0,,,7628.27,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,221,16104,,INDEMNIZACION POR JUBILACION,0.0,0.0,,,18148.41,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,221,16105,,PLAN DE PENSIONES,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,221,16200,,FORMAC. Y PERFECC. DEL PERSONAL,8000.0,8000.0,,,10093.99,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,221,16204,,ACCION SOCIAL,10000.0,10000.0,,,2483.08,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,221,16209,,GARANTIA SALARIAL,60000.0,60000.0,,,176353.9,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,221,16400,,COMPLEMENTO FAMILIAR,3000.0,3000.0,,,0.0,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,12000,,RETRIB. BASICAS S.SOCIALES,99142.97,99142.97,,,66948.33,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,12009,,OTRAS RETRIBUCIONES BASICAS,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,12100,,COMPLEM. DESTINO S.SOCIALES,57818.1,57818.1,,,29585.73,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,12101,,COMPLEM. ESPECIFICO S.SOCIALES,60928.89,60928.89,,,30332.46,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,13100,,RETRIB. PERSONAL LABORAL S.SOCIALES,162496.45,160496.45,,,153395.7,,,,,-2000.0,,,,,,,,,,,,,
,2014.0,,,230,22000,,MATERIAL OFICINA S.SOCIALES,1094.0,1094.0,,,51.9,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,22300,,DESPLAZAMIENTO TRANSEUNTES,1000.0,1000.0,,,843.2,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,22600,,GTOS. CORRIENTES SERVICIOS SOCIALES,3500.0,-790.0,,,2044.35,,,,,-4290.0,,,,,,,,,,,,,
,2014.0,,,230,22605,,PROG. INCLUSION SOCIAL,17300.0,16574.0,,,150.0,,,,,-726.0,,,,,,,,,,,,,
,2014.0,,,230,22610,,TALLER DE DINAMIZACION SOCIAL,13700.0,13700.0,,,14699.5,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,22612,,TALLER ATENCION PSICOSOCIAL,7000.0,5544.1,,,1595.31,,,,,-1455.9,,,,,,,,,,,,,
,2014.0,,,230,22615,,PROG. VOLUNTARIADO,14500.0,12500.0,,,8448.92,,,,,-2000.0,,,,,,,,,,,,,
,2014.0,,,230,22699,,CENTRO ATENCION PSICOSOCIAL (R.E.),35.05,35.05,,,35.05,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,22706,,CTOS. S. SOCIALES,108350.0,104350.0,,,116482.18,,,,,-4000.0,,,,,,,,,,,,,
,2014.0,,,230,22709,,AYUDA A DOMICILIO (ORD. Y EXTRAOR.),60000.0,60000.0,,,54866.58,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,22710,,TELEASISTENCIA,40000.0,40000.0,,,34208.08,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,22711,,SERVICIO COMIDAS A DOMICILIO,13000.0,11000.0,,,0.0,,,,,-2000.0,,,,,,,,,,,,,
,2014.0,,,230,48000,,AYUDAS DE EMERGENCIA SOCIAL,100000.0,100000.0,,,98874.32,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,48001,,AYUDAS CUOTAS E.INFANTIL,18000.0,18000.0,,,11026.65,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,48002,,AYUDAS COMEDORES ESCOLARES,12000.0,12000.0,,,12000.0,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,48003,,SUBVENCION ASOCIACION FRANCISCO MUNUERA,5000.0,5000.0,,,5000.0,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,48004,,SUBV. ASOC. PROSAUCE LAS FLOTAS,3600.0,3600.0,,,3600.0,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,48005,,REPARTO DE AYUDA DE ALIMENTOS,0.0,2000.0,,,0.0,,,,,2000.0,,,,,,,,,,,,,
,2014.0,,,230,48006,,SUBVENCION A PROYECTOS SOCIALES,0.0,8000.0,,,7186.05,,,,,8000.0,,,,,,,,,,,,,
,2014.0,,,230,48007,,SUBVENCION CRUZ ROJA,16000.0,16000.0,,,16000.0,,,,,0.0,,,,,,,,,,,,,
,2014.0,,,230,48008,,CONCURSO CARTELES MUJER,0.0,290.0,,,290.0,,,,,290.0,,,,,,,,,,,,,
,2014.0,,,230,62500,,MOBILIARIO SERVICIOS SOCIALES,1200.0,3955.9,,,3515.68,,,,,2755.9,,,,,,,,,,,,,
,2014.0,,,230,63290,,REMODELACION CENTRO SERVICIOS SOCIALES (I.R),0.0,3245.0,,,0.0,,,,,3245.0,,,,,,,,,,,,,
,2014.0,,,231,13100,,RETR. PERS. LAB. TEMP. C.ATT. TEMPRANA,41741.89,41741.89,,,31273.06,,,,,0.0,,,,,,,,,,,,,
