#IDCONCEPTO,ANYPPTO,INDESREM,CODORGANIC,CODFUNCION,CODECOCONC,CLAVEESPEC,NOMCONCEPT,Inicial,Modifica,Actual,DRAnul,DRCanc,DROtrasAnul,DRNeto,DR,OI,I,DevI,INeto,Saldo,Deudores,% DR s/ Prev,% I Neto s/ DR
2999.0,2014.0,,,,32509,,EXPED.DOCUMENTOS. FRACCIONAMIENTOS,0.0,0.0,0.0,680.0,0.0,680.0,2825.71,3505.71,0.0,1745.71,0.0,1745.71,-2825.71,1080.0,0.0,61.7795173602
2886.0,2014.0,,,,32600,,TASA RETIRADA VEHICULOS,10000.0,0.0,10000.0,143.65,24.04,119.61,11365.98,11509.63,0.0,11363.79,119.61,11244.18,-1365.98,121.8,113.6598,98.9283810107
2887.0,2014.0,,,,33100,,VADO VEHICULOS,72000.0,0.0,72000.0,692.7,168.0,524.7,69741.49,70434.19,0.0,61987.45,61.5,61925.95,2258.51,7815.54,96.8631805556,88.7935574649
3001.0,2014.0,,,,33109,,VADOS. FRACCIONAMIENTOS,0.0,0.0,0.0,120.0,0.0,120.0,186.0,306.0,0.0,120.0,0.0,120.0,-186.0,66.0,0.0,64.5161290323
2888.0,2014.0,,,,33200,,"OCUP.VIA MERCADO, ",73000.0,0.0,73000.0,4250.15,975.0,3275.15,78415.31,82665.46,0.0,55532.85,0.0,55532.85,-5415.31,22882.46,107.418232877,70.8188872811
2889.0,2014.0,,,,33201,,TASA QUIOSCOS Y PUESTOS,1000.0,0.0,1000.0,251.48,123.6,127.88,14053.18,14304.66,0.0,10729.01,115.2,10613.81,-13053.18,3439.37,1405.318,75.5260375232
2890.0,2014.0,,,,33202,,NO,16000.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0
2907.0,2014.0,,,,33203,,PLAZA ABASTOS,17000.0,0.0,17000.0,111.3,111.3,0.0,17378.7,17490.0,0.0,10223.7,0.0,10223.7,-378.7,7155.0,102.227647059,58.8289112534
3002.0,2014.0,,,,33209,,OCUP.SUELO VUELO. FRACCIONAMIENTOS,0.0,0.0,0.0,232.39,0.0,232.39,2173.17,2405.56,0.0,271.95,0.0,271.95,-2173.17,1901.22,0.0,12.5139772774
3003.0,2014.0,,,,33210,,KIOSCOS. FRACCIONAMIENTOS,0.0,0.0,0.0,16.0,0.0,16.0,666.69,682.69,0.0,326.4,0.0,326.4,-666.69,340.29,0.0,48.95828646
2891.0,2014.0,,,,33301,,EMPRESA DISTRIBUIDORA SERVICIOS(IBERDR. Y GAS),436000.0,0.0,436000.0,1039.88,1039.88,0.0,461640.34,462680.22,0.0,422654.13,0.0,422654.13,-25640.34,38986.21,105.880811927,91.5548519872
2892.0,2014.0,,,,33400,,TASA APERTURA ZANJAS,5000.0,0.0,5000.0,3016.0,3016.0,0.0,20899.65,23915.65,0.0,20899.65,0.0,20899.65,-15899.65,0.0,417.993,100.0
2893.0,2014.0,,,,33500,,MESAS Y SILLAS,16000.0,0.0,16000.0,553.28,395.0,158.28,18129.8,18683.08,0.0,10353.03,0.0,10353.03,-2129.8,7776.77,113.31125,57.1050425267
3006.0,2014.0,,,,33509,,MESAS SILLAS. FRACCIONAMIENTOS,0.0,0.0,0.0,49.18,0.0,49.18,928.93,978.11,0.0,793.14,0.0,793.14,-928.93,135.79,0.0,85.3821062943
2931.0,2014.0,,,,33600,,PUESTOS,5000.0,0.0,5000.0,162.0,0.0,162.0,10988.0,11150.0,0.0,11150.0,162.0,10988.0,-5988.0,0.0,219.76,100.0
2894.0,2014.0,,,,33800,,COMPENSACION TELEFONICA ESPAÑA S.A.,25000.0,0.0,25000.0,0.0,0.0,0.0,20621.65,20621.65,0.0,20621.65,0.0,20621.65,4378.35,0.0,82.4866,100.0
2895.0,2014.0,,,,33900,,"TASA PLACA VADOS, ESCOMBROS",1000.0,0.0,1000.0,77.4,64.8,12.6,3119.39,3196.79,0.0,1976.35,12.6,1963.75,-2119.39,1155.64,311.939,62.9530132494
3007.0,2014.0,,,,33909,,TASA PLACA VADOS. FRACCIONAMIENTOS,0.0,0.0,0.0,24.37,0.0,24.37,24.37,48.74,0.0,0.0,0.0,0.0,-24.37,24.37,0.0,0.0
2873.0,2014.0,,,,34000,,AYUDA A DOMICILIO,5000.0,0.0,5000.0,130.0,36.5,93.5,17519.11,17649.11,0.0,13710.78,90.0,13620.78,-12519.11,3898.33,350.3822,77.7481276161
2874.0,2014.0,,,,34100,,"CENTRO ESTANCIAS DIURNAS, AYUDA DOMIC.",43000.0,0.0,43000.0,3.03,3.03,0.0,53673.27,53676.3,0.0,45430.59,0.0,45430.59,-10673.27,8242.68,124.82155814,84.6428585402
2875.0,2014.0,,,,34101,,NO,15000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0
2876.0,2014.0,,,,34200,,"P.P. ESCUELA INFANTIL, E.MUSICA, PROXIMIDAD",260000.0,0.0,260000.0,5547.9,2021.5,3526.4,268565.6,274113.5,0.0,226765.15,3126.4,223638.75,-8565.6,44926.85,103.294461538,83.2715545103
2908.0,2014.0,,,,34201,,NO,48000.0,0.0,48000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48000.0,0.0,0.0,0.0
2909.0,2014.0,,,,34202,,NO,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0
2910.0,2014.0,,,,34203,,NO,11000.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0
2932.0,2014.0,,,,34204,,CURSOS MANIPULADOR ALIMENTOS,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
3010.0,2014.0,,,,34209,,"ESC.INFANTIL, E.MUSICA, PROXIM.. FRACCIONAMIENTOS",0.0,0.0,0.0,962.92,4.77,958.15,2462.01,3424.93,0.0,1252.85,0.0,1252.85,-2462.01,1209.16,0.0,50.8872831548
2896.0,2014.0,,,,34300,,"PISCINAS, E.DEPORTIVAS, ",199000.0,0.0,199000.0,18502.36,18439.16,63.2,189921.15,208423.51,0.0,186780.46,63.2,186717.26,9078.85,3203.89,95.4377638191,98.3130420177
2897.0,2014.0,,,,34301,,NO,104000.0,0.0,104000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104000.0,0.0,0.0,0.0
2898.0,2014.0,,,,34302,,P.P. INSTALACIONES MUNIC.Y DEPORTIVAS,56000.0,0.0,56000.0,1.8,0.0,1.8,77303.14,77304.94,0.0,77304.94,1.8,77303.14,-21303.14,3.45323769579e-12,138.041321429,100.0
2915.0,2014.0,,,,34303,,P.P. PARKING MUNICIPAL,38000.0,0.0,38000.0,0.0,0.0,0.0,41026.22,41026.22,0.0,41026.22,0.0,41026.22,-3026.22,0.0,107.963736842,100.0
2916.0,2014.0,,,,34304,,NO,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0
2899.0,2014.0,,,,34400,,"P.P.CINE, TEATRO, OTROS ESPECTACULOS, TALLERES",15000.0,6319.0,21319.0,145.0,10.0,135.0,49459.0,49604.0,0.0,46114.0,135.0,45979.0,-28140.0,3480.0,231.994934096,92.9638690633
3012.0,2014.0,,,,34409,,TALLERES. FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,-60.0,60.0,0.0,0.0
2900.0,2014.0,,,,34700,,NO,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0
2917.0,2014.0,,,,34701,,ENLACES MATRIMONIALES,2000.0,0.0,2000.0,0.0,0.0,0.0,400.0,400.0,0.0,400.0,0.0,400.0,1600.0,0.0,20.0,100.0
2984.0,2014.0,,,,34900,,HUERTOS ECOLOGICOS,0.0,0.0,0.0,72.0,0.0,72.0,5872.0,5944.0,0.0,3952.0,0.0,3952.0,-5872.0,1920.0,0.0,67.3024523161
2976.0,2014.0,,,,35000,,CONTRIBUCIONES ESPECIALES P.E. ZONA 17-01 Y 16-01,0.0,0.0,0.0,0.0,0.0,0.0,23203.6,23203.6,0.0,19453.6,0.0,19453.6,-23203.6,3750.0,0.0,83.8387146822
2982.0,2014.0,,,,38900,,REINTEGROS DE EJERCICIOS CERRADOS,0.0,0.0,0.0,0.0,0.0,0.0,1667.63,1667.63,0.0,1667.63,0.0,1667.63,-1667.63,0.0,0.0,100.0
2869.0,2014.0,,,,39100,,MULTAS INFRACCIONES URBANISTICAS,225000.0,0.0,225000.0,76967.91,24009.26,52958.65,219377.72,296345.63,0.0,89903.61,0.0,89903.61,5622.28,129474.11,97.5012088889,40.981194444
3015.0,2014.0,,,,39109,,INFRACCION URB. FRACCIONAMIENTOS,0.0,0.0,0.0,99036.04,0.0,99036.04,105425.53,204461.57,0.0,42940.65,0.0,42940.65,-105425.53,62484.88,0.0,40.7307888326
2901.0,2014.0,,,,39120,,MULTAS CIRCULACION,58000.0,0.0,58000.0,67.63,0.0,67.63,56770.25,56837.88,0.0,56595.87,67.63,56528.24,1229.75,242.01,97.8797413793,99.5737027757
2902.0,2014.0,,,,39190,,OTRAS MULTAS Y SANCIONES,26000.0,0.0,26000.0,16346.54,15571.1,775.44,24811.56,41158.1,0.0,4997.73,0.0,4997.73,1188.44,19813.83,95.4290769231,20.1427479772
3017.0,2014.0,,,,39199,,SANCION GUBERN. Y MEDIOAMBIENTAL. FRACCIONAMIENTOS,0.0,0.0,0.0,25.05,0.0,25.05,2078.17,2103.22,0.0,1053.02,0.0,1053.02,-2078.17,1025.15,0.0,50.670541871
2903.0,2014.0,,,,39210,,RECARGO EJECUTIVO Y COSTAS,145000.0,0.0,145000.0,108.58,0.0,108.58,23762.1,23870.68,0.0,23870.68,108.58,23762.1,121237.9,0.0,16.3876551724,100.0
2977.0,2014.0,,,,39211,,RECARGO DE APREMIO,0.0,0.0,0.0,22.79,0.0,22.79,88316.34,88339.13,0.0,88339.13,22.79,88316.34,-88316.34,0.0,0.0,100.0
2870.0,2014.0,,,,39300,,INTERESES DE DEMORA,143000.0,0.0,143000.0,2645.28,2163.14,482.14,139472.19,142117.47,0.0,136171.27,60.99,136110.28,3527.81,3361.91,97.533,97.5895481386
3020.0,2014.0,,,,39309,,INTERESES DE DEMORA FRACCIONAMIENTOS,0.0,0.0,0.0,100453.96,0.0,100453.96,171664.06,272118.02,0.0,1485.78,0.0,1485.78,-171664.06,170178.28,0.0,0.86551605502
2948.0,2014.0,,,,39600,,ACTUACIONES URBANISTICAS (NO),0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0
3021.0,2014.0,,,,39619,,CUOTAS URB.C/TOMILLO FRACCIONAMIENTOS,0.0,0.0,0.0,0.0,0.0,0.0,152924.92,152924.92,0.0,0.0,0.0,0.0,-152924.92,152924.92,0.0,0.0
3023.0,2014.0,,,,39709,,APROV. URBAN FRACCIONAMIENTOS,0.0,0.0,0.0,152924.92,0.0,152924.92,57406.85,210331.77,0.0,0.0,0.0,0.0,-57406.85,57406.85,0.0,0.0
2918.0,2014.0,,,,39900,,RECURSOS EVENTUALES,1000.0,0.0,1000.0,0.0,0.0,0.0,6386.82,6386.82,0.0,5843.58,0.0,5843.58,-5386.82,543.24,638.682,91.4943586949
2974.0,2014.0,,,,39902,,EJECUCION DE FIANZAS,0.0,3872.0,3872.0,0.0,0.0,0.0,6000.0,6000.0,0.0,6000.0,0.0,6000.0,-2128.0,0.0,154.958677686,100.0
2919.0,2014.0,,,,39904,,EJECUCIONES SUBSIDIARIAS,1000.0,9730.61,10730.61,233.0,233.0,0.0,70485.13,70718.13,0.0,25227.75,0.0,25227.75,-59754.52,45257.38,656.860420796,35.7915917868
2871.0,2014.0,,,,42000,,PARTICIPACION TRIBUTOS ESTADO (F.N.C.M.),4100000.0,0.0,4100000.0,358138.55,0.0,358138.55,3299643.49,3657782.04,0.0,3657462.11,358138.55,3299323.56,800356.51,319.93,80.4791095122,99.990304104
3029.0,2014.0,,,,42003,,DEL SEF,0.0,0.0,0.0,22158.69,0.0,22158.69,-22158.69,0.0,0.0,0.0,22158.69,-22158.69,22158.69,0.0,0.0,100.0
2920.0,2014.0,,,,42010,,COMPENSACION IAE,178000.0,0.0,178000.0,33368.55,0.0,33368.55,179617.33,212985.88,0.0,213305.81,33368.55,179937.26,-1617.33,-319.93,100.90861236,100.178117557
3039.0,2014.0,,,,42100,,M.O. CONSEJOS COMARCALES 1ª Y 2ª FASE 2014,0.0,109915.45,109915.45,0.0,0.0,0.0,109915.45,109915.45,0.0,109915.45,0.0,109915.45,0.0,0.0,100.0,100.0
2933.0,2014.0,,,,45002,,C.ATENCION TEMPRANA Y C. OCUPACIONAL,21060.0,0.0,21060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21060.0,0.0,0.0,0.0
2904.0,2014.0,,,,45003,,MTO CENTRO DIA DISCAPACITADOS,170144.0,0.0,170144.0,0.0,0.0,0.0,115789.88,115789.88,0.0,115789.88,0.0,115789.88,54354.12,0.0,68.0540483355,100.0
2905.0,2014.0,,,,45004,,ATENCION PRIMARIA S.S.P.BASICAS.DEPENDENCIAS.INCLU,187468.0,0.0,187468.0,2817.25,0.0,2817.25,41642.75,44460.0,0.0,0.0,2817.25,-2817.25,145825.25,44460.0,22.2132577293,-6.7652832726
3042.0,2014.0,,,,45005,,LUCHA CONTRA LA POBREZA INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,18193.25,18193.25,0.0,18193.25,0.0,18193.25,-18193.25,0.0,0.0,100.0
3031.0,2014.0,,,,45007,,PERSONAL PUNTO ATENCION ESPECIALIZADO CAVI,0.0,6314.0,6314.0,0.0,0.0,0.0,6314.0,6314.0,0.0,6314.0,0.0,6314.0,0.0,0.0,100.0,100.0
3044.0,2014.0,,,,45008,,"CONCILIACION DE LA VIDA PERSONAL, LABORAL Y FAMILI",0.0,0.0,0.0,0.0,0.0,0.0,7929.0,7929.0,0.0,7929.0,0.0,7929.0,-7929.0,0.0,0.0,100.0
2911.0,2014.0,,,,45012,,CTRO DE DIA MAYORES,195300.0,0.0,195300.0,0.0,0.0,0.0,160526.36,160526.36,0.0,160526.36,0.0,160526.36,34773.64,0.0,82.1947567844,100.0
2921.0,2014.0,,,,45014,,PROG.DROGODEPENDENCIA,4500.0,0.0,4500.0,0.0,0.0,0.0,4536.0,4536.0,0.0,4536.0,0.0,4536.0,-36.0,0.0,100.8,100.0
2934.0,2014.0,,,,45034,,MEDIDAS ALTERNATIVAS A LA EXPULSION ESCOLAR,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0
3041.0,2014.0,,,,45048,,AGENTE DESARROLLO LOCAL 2011,0.0,0.0,0.0,4550.43,0.0,4550.43,-4550.43,0.0,0.0,0.0,4550.43,-4550.43,4550.43,0.0,0.0,100.0
2942.0,2014.0,,,,45049,,FONDO BIBLIOGRAFICO,0.0,0.0,0.0,8545.4,0.0,8545.4,-8545.4,0.0,0.0,0.0,8545.4,-8545.4,8545.4,0.0,0.0,100.0
3040.0,2014.0,,,,45050,,CURSO OPERACIONES AUXILIARES DE SERV. ADMTVOS.,0.0,26052.0,26052.0,0.0,0.0,0.0,26052.0,26052.0,0.0,26052.0,0.0,26052.0,0.0,0.0,100.0,100.0
2935.0,2014.0,,,,45051,,SUVB.CURSO FORM.PROFES.OCUP.AUXILIAR ADMVO,26052.0,0.0,26052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26052.0,0.0,0.0,0.0
2922.0,2014.0,,,,45052,,CURSOS CENTRO EMPLEO,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
2923.0,2014.0,,,,45053,,SUBV.CARM. PROYECTO MALVASIA,9915.0,0.0,9915.0,0.0,0.0,0.0,9915.0,9915.0,0.0,9915.0,0.0,9915.0,0.0,0.0,100.0,100.0
2936.0,2014.0,,,,45054,,PLAN SEGURIDAD CIUDADANA UESCARM,300000.0,0.0,300000.0,6357.0,0.0,6357.0,293643.0,300000.0,0.0,300000.0,6357.0,293643.0,6357.0,0.0,97.881,100.0
2924.0,2014.0,,,,45055,,FUNCIONAMIENTO CENTRO LOCAL EMPLEO,45185.71,0.0,45185.71,0.0,0.0,0.0,45185.71,45185.71,0.0,45185.71,0.0,45185.71,0.0,0.0,100.0,100.0
2925.0,2014.0,,,,45058,,INTERESES CAMPO DE FUTBOL,6748.53,0.0,6748.53,0.0,0.0,0.0,6748.53,6748.53,0.0,6748.53,0.0,6748.53,0.0,0.0,100.0,100.0
3030.0,2014.0,,,,45060,,CONVENIO DE PATOCINIO I.C.A.,0.0,26000.0,26000.0,0.0,0.0,0.0,26000.0,26000.0,0.0,0.0,0.0,0.0,0.0,26000.0,100.0,0.0
2937.0,2014.0,,,,47000,,CONVENIOS E.FINANCIERAS PUBLICACIONES MºABTE,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0
2943.0,2014.0,,,,47002,,COLABORACION EMPRESAS,0.0,3400.0,3400.0,0.0,0.0,0.0,10150.96,10150.96,0.0,10150.96,0.0,10150.96,-6750.96,0.0,298.557647059,100.0
2912.0,2014.0,,,,47003,,PERSONAL URBASER (SALARIO),36694.81,0.0,36694.81,0.0,0.0,0.0,45246.41,45246.41,0.0,45246.41,0.0,45246.41,-8551.6,0.0,123.30465807,100.0
2913.0,2014.0,,,,47004,,APORTACION PARAMOUNT,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0
2872.0,2014.0,,,,52000,,INTERESES DE DEPOSITOS,36000.0,0.0,36000.0,0.0,0.0,0.0,29387.54,29387.54,0.0,29387.54,0.0,29387.54,6612.46,0.0,81.6320555556,100.0
3032.0,2014.0,,,,54000,,ALQUILER INSTALACIONES,0.0,0.0,0.0,3337.91,1296.26,2041.65,19224.98,22562.89,0.0,8694.16,0.0,8694.16,-19224.98,10530.82,0.0,45.223246006
3025.0,2014.0,,,,54009,,ALQUILER INSTALACIONES (FRACCIONAMIENTOS),0.0,0.0,0.0,178.5,0.0,178.5,3106.21,3284.71,0.0,2830.34,0.0,2830.34,-3106.21,275.87,0.0,91.1187588734
2906.0,2014.0,,,,54100,,ALQUILER DE SUELO MPAL.,10000.0,0.0,10000.0,458.96,0.0,458.96,4954.15,5413.11,0.0,4472.09,0.0,4472.09,5045.85,482.06,49.5415,90.269571975
2986.0,2014.0,,,,54900,,ALQUILER VIVIENDAS SOCIALES,0.0,0.0,0.0,0.0,0.0,0.0,170.7,170.7,0.0,0.0,0.0,0.0,-170.7,170.7,0.0,0.0
3027.0,2014.0,,,,54909,,VIVIENDAS SOCIALES (FRACCIONAMIENTOS),0.0,0.0,0.0,0.0,0.0,0.0,1245.48,1245.48,0.0,830.3,0.0,830.3,-1245.48,415.18,0.0,66.6650608601
2926.0,2014.0,,,,55000,,CONCESIONES ADMINISTRATIVAS,13000.0,0.0,13000.0,0.0,0.0,0.0,38247.2,38247.2,0.0,38247.2,0.0,38247.2,-25247.2,0.0,294.209230769,100.0
2927.0,2014.0,,,,55201,,VENTA PUBLICACIONES MEDIO AMBIENTE,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0
2928.0,2014.0,,,,75002,,SUBV.CARM.INSTALACIONES ENERGIA RENOVABLE,30000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0
2929.0,2014.0,,,,75004,,SUBV. OBRAS JARRO DE ORO,138253.9,0.0,138253.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138253.9,0.0,0.0,0.0
2930.0,2014.0,,,,75005,,AMORTIZACION CAMPO CESPED ARTIFICAL,26818.18,0.0,26818.18,0.0,0.0,0.0,26818.18,26818.18,0.0,26818.18,0.0,26818.18,0.0,0.0,100.0,100.0
2938.0,2014.0,,,,75006,,SUBV.C.A. MEJORA RED VIARIA,40000.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0
2975.0,2014.0,,,,75007,,EQUIP. ESCUELA INFANTIL. PLAN EDUCA-3,70000.0,0.0,70000.0,0.0,0.0,0.0,70000.0,70000.0,0.0,70000.0,0.0,70000.0,0.0,0.0,100.0,100.0
2972.0,2014.0,,,,75008,,LEADER. DESARROLLO RURAL CAMINO LOS MOLINOS,0.0,18865.0,18865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18865.0,0.0,0.0,0.0
3033.0,2014.0,,,,75011,,SUBVENC. 3 OBRAS DAÑOS POR INUNDACIONES 2012,0.0,25796.19,25796.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25796.19,0.0,0.0,0.0
2979.0,2014.0,,,,77000,,COLABORACIONES P.I.T.,0.0,2250.0,2250.0,0.0,0.0,0.0,2310.0,2310.0,0.0,2310.0,0.0,2310.0,-60.0,0.0,102.666666667,100.0
2987.0,2014.0,,,,78001,,APORTACIONES MUJER,0.0,4294.0,4294.0,0.0,0.0,0.0,3886.0,3886.0,0.0,3886.0,0.0,3886.0,408.0,0.0,90.4983698184,100.0
