#a,b,c,d,e,Código de Concepto,g,Descripción,Inicial,Modific.,Actual,l,m,n,o,p,q,r,s,DR Netos
,,,,,33800,,COMPENSACION TELEFONICA ESPAÑA S.A.,40000.0,0.0,40000.0,,,,,,,,,36150.44
,,,,,33900,,TASA PLACA VADOS,1500.0,0.0,1500.0,,,,,,,,,1659.5
,,,,,33901,,OCUPACIÓN VÍA PÚBLICA TV LED,1679.0,0.0,1679.0,,,,,,,,,1679.0
,,,,,33902,,Otras tasas por ocupación privativa del dominio público,0.0,0.0,0.0,,,,,,,,,2437.34
,,,,,34000,,AYUDA A DOMICILIO,1674.25,0.0,1674.25,,,,,,,,,739.75
,,,,,34001,,AYUDA A DOMICILIO PERSONAS DEPEND. (SAA,75600.0,0.0,75600.0,,,,,,,,,76038.76
,,,,,34100,,CENTRO DE ESTANCIAS DIURNAS,23533.08,0.0,23533.08,,,,,,,,,35035.91
,,,,,34101,,TELEASISTENCIA,13529.4,0.0,13529.4,,,,,,,,,16498.51
,,,,,34102,,CENTRO DE DÍA DISCAPACITADOS,1800.0,0.0,1800.0,,,,,,,,,1947.89
,,,,,34109,,C.E DIURNAS FVA,250.0,0.0,250.0,,,,,,,,,0.0
,,,,,34200,,P.P. ESCUELA INFANTIL,149000.0,0.0,149000.0,,,,,,,,,174447.0
,,,,,34201,,CUOTAS ESCUELA DE MUSICA,10710.0,0.0,10710.0,,,,,,,,,18000.9
,,,,,34202,,CUOTAS EDUCAVERANO,39000.0,0.0,39000.0,,,,,,,,,42780.0
,,,,,34203,,"PROGRAMA ""UN RATITO MAS""",15000.0,8230.4,23230.4,,,,,,,,,23525.65
,,,,,34213,,UN RATITO MAS FVA,0.0,0.0,0.0,,,,,,,,,16.0
,,,,,34300,,ESCUELAS DEPORTIVAS,125000.0,0.0,125000.0,,,,,,,,,124173.84
,,,,,34302,,INSTALACIONES DEPORTIVAS,99000.0,0.0,99000.0,,,,,,,,,79170.6
,,,,,34303,,P.P. PARKING MUNICIPAL,56000.0,0.0,56000.0,,,,,,,,,59254.7
,,,,,34304,,HUERTOS ECOLOGICOS,5872.0,0.0,5872.0,,,,,,,,,5952.0
,,,,,34305,,HUERTOS ECOLÓGICOS FVA,0.0,0.0,0.0,,,,,,,,,48.0
,,,,,34401,,TAQUILLA TEATRO,7559.0,0.0,7559.0,,,,,,,,,11524.0
,,,,,34402,,TALLERES,0.0,0.0,0.0,,,,,,,,,2460.0
,,,,,34404,,VISITAS GUIADAS,1600.0,0.0,1600.0,,,,,,,,,933.0
,,,,,34405,,TALLERES TIEMPO LIBRE Mº AMBIENTE,0.0,0.0,0.0,,,,,,,,,1053.33
,,,,,34701,,ENLACES MATRIMONIALES,2000.0,0.0,2000.0,,,,,,,,,2520.11
,,,,,35000,,COMP.ZONA 17-01,39593.48,0.0,39593.48,,,,,,,,,8723.85
,,,,,38900,,REINTEGROS DE EJERCICIOS CERRADOS,0.0,0.0,0.0,,,,,,,,,3184.67
,,,,,39100,,MULTAS INFRACCIONES URBANISTICAS,155000.0,0.0,155000.0,,,,,,,,,201276.1
,,,,,39109,,INFRACCION URB FVA,8455.21,0.0,8455.21,,,,,,,,,38062.99
,,,,,39120,,MULTAS CIRCULACION,219000.0,0.0,219000.0,,,,,,,,,165964.68
,,,,,39121,,SANCIONES RADAR,15000.0,0.0,15000.0,,,,,,,,,0.0
,,,,,39129,,MULTAS FVA,2010.65,0.0,2010.65,,,,,,,,,8246.99
,,,,,39190,,OTRAS MULTAS Y SANCIONES,65000.0,0.0,65000.0,,,,,,,,,135818.83
,,,,,39199,,OTRAS MULTAS FVA,5000.0,0.0,5000.0,,,,,,,,,2589.21
,,,,,39210,,RECARGO EJECUTIVO Y COSTAS,199000.0,0.0,199000.0,,,,,,,,,184209.53
,,,,,39300,,INTERESES DE DEMORA,99000.0,0.0,99000.0,,,,,,,,,74609.45
,,,,,39309,,INTERESES DE DEMORA FVA,0.0,0.0,0.0,,,,,,,,,0.21
,,,,,39611,,CUOTAS URBANIZACIÓN P.P. CONDADO I,26928.0,0.0,26928.0,,,,,,,,,1599.55
,,,,,39700,,CUOTAS URB.P.P. MESANA ELPOZO,206065.79,0.0,206065.79,,,,,,,,,0.0
,,,,,39800,,INDEMNIZACIONES,0.0,0.0,0.0,,,,,,,,,30611.51
,,,,,39900,,RECURSOS EVENTUALES,10696.36,0.0,10696.36,,,,,,,,,3398.46
,,,,,42000,,PARTICIPACION TRIBUTOS ESTADO (F.N.C.M.),5347663.9,0.0,5347663.9,,,,,,,,,5480901.45
,,,,,42020,,COMPENSACION IAE,274399.33,0.0,274399.33,,,,,,,,,281342.36
,,,,,42021,,COMPENSACIÓN COOPERATIVAS,5286.49,0.0,5286.49,,,,,,,,,3816.12
,,,,,42090,,SUB VENCION PACTO VIOLENCIA DE GENERO 22-23,21644.69,0.0,21644.69,,,,,,,,,0.0
,,,,,42091,,MANTENIMIENTO JUZGADOS 2023,2344.0,0.0,2344.0,,,,,,,,,2345.0
,,,,,42092,,PACTO ESTADO CONTRA LA VIOLENCIA DE GÉNERO 23-24,0.0,21639.83,21639.83,,,,,,,,,21639.83
,,,,,42102,,CONSEJOS COMARCALES SEPE 20/21,0.0,0.0,0.0,,,,,,,,,-8320.34
,,,,,42105,,CONSEJOS COMARCALES 23/24,0.0,231023.52,231023.52,,,,,,,,,231023.52
,,,,,45002,,C.ATENCION TEMPRANA Y C. OCUPACIONAL,75739.65,0.0,75739.65,,,,,,,,,30809.46
,,,,,45003,,MTO CENTRO DIA DISCAPACITADOS,337631.0,0.0,337631.0,,,,,,,,,349679.85
,,,,,45004,,ATENCION PRIMARIA S.S.P.BASICAS.DEPENDENCIAS.INCLU,293218.0,0.0,293218.0,,,,,,,,,219913.5
,,,,,45005,,AYUDA A DOMICILIO PERSONAS DEPENDIENTES,344000.0,0.0,344000.0,,,,,,,,,274932.27
,,,,,45006,,SUBV MTO CTRO SERVICIOS SOCIALES 22,0.0,0.0,0.0,,,,,,,,,-950.88
,,,,,45007,,PERSONAL CAVI ATT. MUJERES VIOLENCIA GENERO 21-22,96139.18,0.0,96139.18,,,,,,,,,0.0
,,,,,45008,,ACTUACIONES DE APOYO A LA FAMILIA E INFA,44274.07,0.0,44274.07,,,,,,,,,41696.61
,,,,,45009,,SUBV DIRECTA MTO CTRO ATENCIÓN TEMPRANA,0.0,0.0,0.0,,,,,,,,,15801.0
,,,,,45012,,CTRO DE DIA MAYORES,260990.0,0.0,260990.0,,,,,,,,,250988.27
,,,,,45013,,PLAN CORRESPONSABLES 2022,0.0,16255.47,16255.47,,,,,,,,,16255.47
,,,,,45014,,PLAN CORRESPONSABLES 23-24,0.0,124491.47,124491.47,,,,,,,,,156834.24
,,,,,45017,,PREVENCION ADICCIONES,4718.0,0.0,4718.0,,,,,,,,,0.0
,,,,,45019,,SERVICIO CONCILIACION,16856.0,0.0,16856.0,,,,,,,,,0.0
,,,,,45020,,PROYECTO ALBURA ATENCION POBLACIÓN VULNERABLE MRR NEXT GEN UE,0.0,41581.0,41581.0,,,,,,,,,0.0
,,,,,45040,,SUBV APOYO FAMILIA E INFANCIA AFI-2019,0.0,0.0,0.0,,,,,,,,,-496.73
,,,,,45041,,SUBV APOYO FAMILIA E INFANCIA AFI-07/2020,0.0,0.0,0.0,,,,,,,,,-375.0
,,,,,45042,,APOYO A FAMILIA E INFANCIA AFI 23,0.0,0.0,0.0,,,,,,,,,44274.07
,,,,,45043,,Equipos de Intervención con Infancia y Familias LOPIVI,0.0,20245.4,20245.4,,,,,,,,,0.0
,,,,,45050,,SERVICIOS GARANTIA JUVENIL PO FSE,22165.0,0.0,22165.0,,,,,,,,,0.0
,,,,,45052,,SERVICIO GARANTIA JUVENIL POEJ,21278.4,0.0,21278.4,,,,,,,,,0.0
,,,,,45053,,GARANTÍA JUVENIL 23,0.0,240670.07,240670.07,,,,,,,,,244449.6
,,,,,45054,,PLAN SEGURIDAD CIUDADANA UESCARM,250000.0,0.0,250000.0,,,,,,,,,0.0
,,,,,45056,,"CARM PROMOCION, DINAMIZ Y REACTIVACION COMERCIO",19000.0,10000.0,29000.0,,,,,,,,,29000.0
,,,,,45060,,PLAN INFORMUR,7000.0,0.0,7000.0,,,,,,,,,7300.0
,,,,,45100,,SUBV SEF YACIMIENTO PALERAS Y MURTAL 21/22,0.0,0.0,0.0,,,,,,,,,-9944.55
,,,,,45111,,"SEF ACCIONES ARQUEOLÓGICAS 2022 INCHOLA, CASTILLO Y MURTAL",0.0,70656.25,70656.25,,,,,,,,,70656.25
,,,,,45112,,"SEF. 23 ACCIONES ARQUEOLÓGICAS MURTAL, PALERAS Y CASTILLO",0.0,45718.75,45718.75,,,,,,,,,45718.75
,,,,,47001,,COLABORACIONES FERIA,3600.0,0.0,3600.0,,,,,,,,,4150.0
,,,,,47005,,COLABORACIONES SEMANA FLAMENCA,7285.0,0.0,7285.0,,,,,,,,,8636.01
,,,,,48000,,ACTIVIDADES DIA DE LA MUJER,2998.0,0.0,2998.0,,,,,,,,,1260.0
,,,,,52000,,Intereses de depósitos,0.0,0.0,0.0,,,,,,,,,171673.75
,,,,,54001,,CONCESIONES DEMANIALES,1300.0,0.0,1300.0,,,,,,,,,0.0
,,,,,54002,,OCUP.VIA P.GARAJE AMERICAS,504.0,0.0,504.0,,,,,,,,,504.0
,,,,,54101,,CANON POR ARRENDAMIENTO BAJOS DE CONDADO ALHAMA,12766.43,0.0,12766.43,,,,,,,,,0.0
,,,,,54201,,CANON ARRENDAMIENTO PARCELA RUSTICA ORANGE,7452.92,0.0,7452.92,,,,,,,,,3828.6
,,,,,55011,,CAMPING SIERRA ESPUÑA,3519.4,0.0,3519.4,,,,,,,,,3519.4
,,,,,55026,,ANTENA VODAFONE,13026.84,0.0,13026.84,,,,,,,,,14306.16
,,,,,55027,,CANON MERCADILLO POLARIS,3540.85,0.0,3540.85,,,,,,,,,0.0
,,,,,59900,,OTROS INGRESOS PATRIMONIALES,10000.0,0.0,10000.0,,,,,,,,,3424.69
,,,,,59908,,ECOEMBES (RECOGIDA SELECTIVA),0.0,0.0,0.0,,,,,,,,,110973.12
,,,,,60100,,EXPROPIACIÓN ADIF,33000.0,30232.8,63232.8,,,,,,,,,33821.4
,,,,,72003,,NEXT GENERATION DIGITALHAMA,0.0,0.0,0.0,,,,,,,,,88417.26
,,,,,75001,,SUBV. LEADER REFORMA CONSULTORIOS BERRO CAÑARICO,59979.22,0.0,59979.22,,,,,,,,,0.0
,,,,,75005,,POS 22-23- REMODELACION PLAZA DE LA CONSTITUCION,0.0,328364.0,328364.0,,,,,,,,,186364.0
,,,,,75007,,SUBVENCION POLICIA MEDIOS MATERIALES,10767.0,0.0,10767.0,,,,,,,,,0.0
,,,,,75008,,SUBV FEDER INSTALAC FOTOVOLTAICAS CTROS EDUCATIVOS Y DEPORTIVOS,199108.55,0.0,199108.55,,,,,,,,,-8392.23
,,,,,75009,,SUBV MOVESIII INCENTIVOS MOVILIDAD ELÉCTRICA,55000.0,0.0,55000.0,,,,,,,,,0.0
,,,,,75033,,EQUIPAMIENTO COMPETITIVIDAD Y CALIDAD TURISTICA OFICINA TURISMO,0.0,0.0,0.0,,,,,,,,,-2653.36
,,,,,75050,,SUBV CARM MODERNIZACION MERCADOS ABASTOS,16000.0,0.0,16000.0,,,,,,,,,6000.0
,,,,,75062,,DAÑOS LLUVIAS 19,0.0,0.0,0.0,,,,,,,,,24199.43
,,,,,75066,,SUBV FONDO BIBLIOGRÁFICO (NEXT GENERATION),0.0,2521.0,2521.0,,,,,,,,,2521.0
,,,,,75067,,REHABILITACIÓN VIVIENDAS A NIVEL DE BARRIO (Next Generation),0.0,264114.94,264114.94,,,,,,,,,264114.94
,,,,,77000,,Acondic edificio  contrato recogida residuos,0.0,30419.05,30419.05,,,,,,,,,30419.05
,,,,,87000,,REMANENTE DE TESORERIA PARA GASTOS GENERALES,0.0,9088276.52,9088276.52,,,,,,,,,0.0
,,,,,87010,,REMANENTE DE TESORERIA PARA GASTOS AFECTADOS,0.0,2976031.73,2976031.73,,,,,,,,,0.0
