#CONCEPTO,AÑO,INDESREM,CODORGANIC,CODFUNCION,CODECOCONC,CLAVEESPEC,NOMCONCEPTO,Inicial,Modifica,Actual,DRAnul,DRCanc,DROtrasAnul,DRNeto,DR,OI,I,DevI,INeto,Saldo,Deudores,% DR s/ Prev,% I Neto s/ DR
3359.0,2017.0,,,,30200,,RECOGIDA BASURAS,800000.0,0.0,800000.0,19065.87,0.0,19065.87,785908.27,804974.14,0.0,693609.93,6893.36,686716.57,14091.73,99191.7,98.23853375,87.3787178751
3430.0,2017.0,,,,30209,,RESIDUOS FRACCIONAMIENTOS,0.0,0.0,0.0,1641.0,0.0,1641.0,11667.93,13308.93,0.0,3001.64,0.0,3001.64,-11667.93,8666.29,0.0,25.7255571468
3354.0,2017.0,,,,32100,,LIC. UBANISTICAS,88000.0,0.0,88000.0,990.0,0.0,990.0,94094.8,95084.8,0.0,82837.8,0.0,82837.8,-6094.8,11257.0,106.925909091,88.0365333685
3431.0,2017.0,,,,32109,,TASA LIC.OBRAS FRACCIONAMIENTOS,0.0,0.0,0.0,80.0,0.0,80.0,80.0,160.0,0.0,80.0,0.0,80.0,-80.0,0.0,0.0,100.0
3360.0,2017.0,,,,32300,,OTROS SERVICIOS URB. LICENCIAS DE ACTIVIDAD,18000.0,0.0,18000.0,135.1,0.0,135.1,13290.35,13425.45,0.0,12070.5,0.0,12070.5,4709.65,1219.85,73.8352777778,90.8215359264
3434.0,2017.0,,,,32309,,LIC.APERTURA FRACCIONAMIENTOS,0.0,0.0,0.0,93.75,0.0,93.75,153.75,247.5,0.0,60.0,0.0,60.0,-153.75,93.75,0.0,39.0243902439
3361.0,2017.0,,,,32500,,TASA EXPEDICION DOCUMENTOS,36000.0,0.0,36000.0,204.0,0.0,204.0,35234.86,35438.86,0.0,33423.65,4.0,33419.65,765.14,1815.21,97.8746111111,94.8482553925
3467.0,2017.0,,,,32509,,EXPED.DOC. FVA,0.0,0.0,0.0,0.0,0.0,0.0,912.0,912.0,0.0,530.0,0.0,530.0,-912.0,382.0,0.0,58.1140350877
3362.0,2017.0,,,,32600,,TASA RETIRADA VEHICULOS,18000.0,0.0,18000.0,958.26,0.0,958.26,13505.84,14464.1,0.0,14372.3,927.66,13444.64,4494.16,61.2,75.0324444444,99.5468626905
3435.0,2017.0,,,,32609,,DEPOSITO Y RETIRADA VEHICULOS FRACCIONAMIENTOS,0.0,0.0,0.0,30.6,0.0,30.6,30.6,61.2,0.0,0.0,0.0,0.0,-30.6,30.6,0.0,0.0
3363.0,2017.0,,,,33100,,VADO VEHICULOS,72000.0,0.0,72000.0,360.3,0.0,360.3,72609.84,72970.14,0.0,68510.54,175.2,68335.34,-609.84,4274.5,100.847,94.1130568529
3364.0,2017.0,,,,33200,,"OCUP.VIA MERCADO,",74000.0,0.0,74000.0,3126.67,0.0,3126.67,67208.08,70334.75,0.0,44800.29,200.0,44600.29,6791.92,22607.79,90.8217297297,66.3614999863
3365.0,2017.0,,,,33201,,TASA QUIOSCOS Y PUESTOS,1000.0,0.0,1000.0,1721.35,0.0,1721.35,14548.01,16269.36,0.0,10772.09,0.0,10772.09,-13548.01,3775.92,1454.801,74.0451099497
3376.0,2017.0,,,,33203,,PLAZA ABASTOS,18000.0,0.0,18000.0,95.4,0.0,95.4,17108.4,17203.8,0.0,10621.2,0.0,10621.2,891.6,6487.2,95.0466666667,62.0817843866
3436.0,2017.0,,,,33209,,OCUP.SUELO VUELO FRACCIONAMIENTOS,0.0,0.0,0.0,586.44,0.0,586.44,3553.77,4140.21,0.0,191.1,0.0,191.1,-3553.77,3362.67,0.0,5.37738795701
3440.0,2017.0,,,,33210,,QUIOSCOS Y PUESTOS FVA,0.0,0.0,0.0,0.0,0.0,0.0,1637.7,1637.7,0.0,510.9,0.0,510.9,-1637.7,1126.8,0.0,31.1961897783
3366.0,2017.0,,,,33301,,EMPRESA DISTRIBUIDORA SERVICIOS(IBERDR. Y GAS),547000.0,0.0,547000.0,0.0,0.0,0.0,517454.28,517454.28,0.0,509838.14,0.0,509838.14,29545.72,7616.14,94.5985886654,98.528152091
3367.0,2017.0,,,,33400,,TASA APERTURA ZANJAS Y ESCOMBROS,6000.0,0.0,6000.0,34.4,0.0,34.4,3511.01,3545.41,0.0,3289.48,34.4,3255.08,2488.99,255.93,58.5168333333,92.7106445154
3368.0,2017.0,,,,33500,,MESAS Y SILLAS,22000.0,0.0,22000.0,300.0,0.0,300.0,9926.66,10226.66,0.0,7119.51,0.0,7119.51,12073.34,2807.15,45.1211818182,71.7211025662
3443.0,2017.0,,,,33509,,MESAS SILLAS FVA,0.0,0.0,0.0,0.0,0.0,0.0,1072.95,1072.95,0.0,456.0,0.0,456.0,-1072.95,616.95,0.0,42.4996504963
3386.0,2017.0,,,,33600,,PUESTOS DE LA FERIA Y OTROS,12000.0,0.0,12000.0,0.0,0.0,0.0,1324.64,1324.64,0.0,1324.64,0.0,1324.64,10675.36,1.27897692437e-13,11.0386666667,100.0
3390.0,2017.0,,,,33601,,FERIA Y CHIRINGUITOS,17000.0,0.0,17000.0,0.0,0.0,0.0,15040.0,15040.0,0.0,12964.42,0.0,12964.42,1960.0,2075.58,88.4705882353,86.1996010638
3369.0,2017.0,,,,33800,,COMPENSACION TELEFONICA ESPAÑA S.A.,58000.0,0.0,58000.0,0.0,0.0,0.0,22517.27,22517.27,0.0,22517.27,0.0,22517.27,35482.73,0.0,38.8228793103,100.0
3396.0,2017.0,,,,33900,,TASA PLACA VADOS,1000.0,0.0,1000.0,0.0,0.0,0.0,592.0,592.0,0.0,592.0,0.0,592.0,408.0,0.0,59.2,100.0
3352.0,2017.0,,,,34000,,AYUDA A DOMICILIO (SAD),5000.0,0.0,5000.0,9.0,0.0,9.0,3707.41,3716.41,0.0,3164.16,0.0,3164.16,1292.59,543.25,74.1482,85.3469133438
3504.0,2017.0,,,,34001,,AYUDA A DOMICILIO PERSONAS DEPENDIENTES (SAAD),0.0,5835.45,5835.45,0.0,0.0,0.0,18684.59,18684.59,0.0,10367.19,0.0,10367.19,-12849.14,8317.4,320.191073525,55.4852421166
3397.0,2017.0,,,,34100,,CENTRO DE ESTANCIAS DIURNAS,48000.0,0.0,48000.0,0.0,0.0,0.0,39912.66,39912.66,0.0,31464.63,0.0,31464.63,8087.34,8448.03,83.151375,78.8337084023
3398.0,2017.0,,,,34101,,TELEASISTENCIA,17000.0,0.0,17000.0,6.0,0.0,6.0,14706.37,14712.37,0.0,12203.77,0.0,12203.77,2293.63,2502.6,86.5080588235,82.9828842876
3445.0,2017.0,,,,34109,,C.E DIURNAS FVA,0.0,0.0,0.0,0.0,0.0,0.0,140.77,140.77,0.0,120.77,0.0,120.77,-140.77,20.0,0.0,85.7924273638
3399.0,2017.0,,,,34200,,P.P. ESCUELA INFANTIL,197000.0,0.0,197000.0,10351.82,0.0,10351.82,204539.75,214891.57,0.0,172133.35,8022.49,164110.86,-7539.75,40428.89,103.827284264,80.2342136431
3400.0,2017.0,,,,34201,,CUOTAS ESCUELA DE MUSICA,39000.0,0.0,39000.0,43.0,0.0,43.0,41865.0,41908.0,0.0,36780.0,43.0,36737.0,-2865.0,5128.0,107.346153846,87.7511047414
3393.0,2017.0,,,,34202,,CUOTAS EDUCAVERANO,20000.0,0.0,20000.0,380.0,0.0,380.0,23437.5,23817.5,0.0,23817.5,380.0,23437.5,-3437.5,0.0,117.1875,100.0
3401.0,2017.0,,,,34203,,"PROGRAMA ""UN RATITO MAS""",4200.0,30175.0,34375.0,354.0,0.0,354.0,31665.0,32019.0,0.0,19165.0,136.0,19029.0,2710.0,12636.0,92.1163636364,60.0947418285
3387.0,2017.0,,,,34204,,CURSOS MANIPULADOR ALIMENTOS,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0
3411.0,2017.0,,,,34205,,PROXIMIDAD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3446.0,2017.0,,,,34209,,E.INFANTIL FVA,0.0,0.0,0.0,0.0,0.0,0.0,2525.88,2525.88,0.0,219.32,0.0,219.32,-2525.88,2306.56,0.0,8.68291446941
3447.0,2017.0,,,,34211,,E.MUSICA FVA,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,-30.0,30.0,0.0,0.0
3450.0,2017.0,,,,34213,,UN RATITO MAS FVA,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,-108.0,108.0,0.0,0.0
3402.0,2017.0,,,,34300,,ACTIVIDAD FISICA ,222000.0,0.0,222000.0,13178.43,0.0,13178.43,237295.37,250473.8,0.0,224129.71,0.0,224129.71,-15295.37,13165.66,106.889806306,94.4517838675
3403.0,2017.0,,,,34301,,OTRAS INSTALACIONES,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
3404.0,2017.0,,,,34302,,INSTALACIONES DEPORTIVAS,85000.0,0.0,85000.0,2.1,0.0,2.1,50162.93,50165.03,0.0,50165.03,2.1,50162.93,34837.07,1.76214598469e-12,59.0152117647,100.0
3379.0,2017.0,,,,34303,,P.P. PARKING MUNICIPAL,57000.0,0.0,57000.0,0.0,0.0,0.0,62459.54,62459.54,0.0,62459.54,0.0,62459.54,-5459.54,0.0,109.578140351,100.0
3405.0,2017.0,,,,34304,,HUERTOS ECOLOGICOS,6000.0,0.0,6000.0,153.44,0.0,153.44,5486.56,5640.0,0.0,3926.56,0.0,3926.56,513.44,1560.0,91.4426666667,71.5668834388
3468.0,2017.0,,,,34305,,HUERTOS ECOLOGICOS FVA,0.0,0.0,0.0,48.0,0.0,48.0,64.61,112.61,0.0,57.44,0.0,57.44,-64.61,7.17,0.0,88.9026466491
3406.0,2017.0,,,,34400,,"TAQUILLA MUSICA, CINE",1.0,0.0,1.0,0.0,0.0,0.0,1340.0,1340.0,0.0,1340.0,0.0,1340.0,-1339.0,0.0,134000.0,100.0
3407.0,2017.0,,,,34401,,TAQUILLA TEATRO,14000.0,0.0,14000.0,2454.0,0.0,2454.0,17390.5,19844.5,0.0,19844.5,2454.0,17390.5,-3390.5,0.0,124.217857143,100.0
3391.0,2017.0,,,,34402,,TALLERES CULTURA,19000.0,0.0,19000.0,90.0,0.0,90.0,11839.0,11929.0,0.0,10339.0,0.0,10339.0,7161.0,1500.0,62.3105263158,87.3300109807
3511.0,2017.0,,,,34403,,TALLERES JUVENTUD,0.0,0.0,0.0,0.0,0.0,0.0,717.0,717.0,0.0,717.0,0.0,717.0,-717.0,0.0,0.0,100.0
3412.0,2017.0,,,,34404,,VISITAS GUIADAS,1.0,0.0,1.0,0.0,0.0,0.0,1121.0,1121.0,0.0,1121.0,0.0,1121.0,-1120.0,0.0,112100.0,100.0
3380.0,2017.0,,,,34701,,ENLACES MATRIMONIALES,1000.0,0.0,1000.0,105.0,0.0,105.0,1235.0,1340.0,0.0,1340.0,105.0,1235.0,-235.0,0.0,123.5,100.0
3471.0,2017.0,,,,35000,,COMP.ZONA 17-01,0.0,0.0,0.0,2944.5,0.0,2944.5,21932.9,24877.4,0.0,20791.95,0.0,20791.95,-21932.9,1140.95,0.0,94.7979975288
3674.0,2017.0,,,,35009,,COMP.ZONA 17-01 FRACCIONAMIENTOS,0.0,0.0,0.0,2961.64,0.0,2961.64,0.0,2961.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3415.0,2017.0,,,,38900,,REINTEGROS DE EJERCICIOS CERRADOS,0.0,0.0,0.0,0.0,0.0,0.0,6959.79,6959.79,0.0,6959.79,0.0,6959.79,-6959.79,0.0,0.0,100.0
3348.0,2017.0,,,,39100,,MULTAS INFRACCIONES URBANISTICAS,144000.0,0.0,144000.0,31978.43,0.0,31978.43,101610.23,133588.66,0.0,26447.68,0.0,26447.68,42389.77,75162.55,70.5626597222,26.0285603133
3453.0,2017.0,,,,39109,,INFRACCION URB FVA,0.0,0.0,0.0,45947.77,0.0,45947.77,36512.09,82459.86,0.0,17378.89,0.0,17378.89,-36512.09,19133.2,0.0,47.5976313599
3370.0,2017.0,,,,39120,,MULTAS CIRCULACION,87000.0,0.0,87000.0,41059.03,0.0,41059.03,119893.81,160952.84,0.0,102377.38,1475.97,100901.41,-32893.81,18992.4,137.808977011,84.1589820192
3413.0,2017.0,,,,39121,,SANCIONES RADAR,1000.0,1950.0,2950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950.0,0.0,0.0,0.0
3454.0,2017.0,,,,39129,,MULTAS FVA,0.0,0.0,0.0,835.78,0.0,835.78,5456.15,6291.93,0.0,643.88,0.0,643.88,-5456.15,4812.27,0.0,11.8009952072
3371.0,2017.0,,,,39190,,OTRAS MULTAS Y SANCIONES,40000.0,0.0,40000.0,3942.55,0.0,3942.55,66238.8,70181.35,0.0,19333.97,0.0,19333.97,-26238.8,46904.83,165.597,29.1882854158
3455.0,2017.0,,,,39199,,OTRAS MULTAS FVA,0.0,0.0,0.0,288.1,0.0,288.1,3167.12,3455.22,0.0,1636.97,0.0,1636.97,-3167.12,1530.15,0.0,51.6863901589
3372.0,2017.0,,,,39210,,RECARGO EJECUTIVO Y COSTAS,260000.0,0.0,260000.0,540.0,0.0,540.0,146760.23,147300.23,0.0,147300.23,540.0,146760.23,113239.77,0.0,56.4462423077,100.0
3349.0,2017.0,,,,39300,,INTERESES DE DEMORA,195000.0,0.0,195000.0,119857.27,0.0,119857.27,245781.78,365639.05,0.0,240295.89,880.99,239414.9,-50781.78,6366.88,126.041938462,97.4095394703
3457.0,2017.0,,,,39309,,INTERESES DE DEMORA FVA,0.0,0.0,0.0,1619.44,0.0,1619.44,226.74,1846.18,0.0,145.18,0.0,145.18,-226.74,81.56,0.0,64.0292846432
3381.0,2017.0,,,,39600,,ACTUACIONES URBANISTICAS (NO),1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0
3507.0,2017.0,,,,39610,,CUOTAS URBANIZ.. U.A. Bº. LOS DOLORES-BORDE PRAICO,0.0,348245.88,348245.88,0.0,0.0,0.0,239656.39,239656.39,0.0,0.0,0.0,0.0,108589.49,239656.39,68.8181551495,0.0
3498.0,2017.0,,,,39709,,APROVECHAMIENTOS URBANISTICOS FVA,0.0,0.0,0.0,10886.64,0.0,10886.64,0.0,10886.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382.0,2017.0,,,,39900,,RECURSOS EVENTUALES,1000.0,0.0,1000.0,354.11,0.0,354.11,8612.13,8966.24,0.0,6381.73,0.0,6381.73,-7612.13,2230.4,861.213,74.1016450054
3458.0,2017.0,,,,39901,,RECURSOS EVENTUALES FVA,0.0,0.0,0.0,122.95,0.0,122.95,467.25,590.2,0.0,0.0,0.0,0.0,-467.25,467.25,0.0,0.0
3466.0,2017.0,,,,39902,,EJECUCION DE FIANZAS,0.0,0.0,0.0,0.0,0.0,0.0,215.57,215.57,0.0,215.57,0.0,215.57,-215.57,0.0,0.0,100.0
3383.0,2017.0,,,,39904,,EJECUCIONES SUBSIDIARIAS,1.0,58480.65,58481.65,27602.09,0.0,27602.09,26038.67,53640.76,0.0,19612.47,35.32,19577.15,32442.98,6461.52,44.5245132448,75.1849076777
3497.0,2017.0,,,,39907,,EJECUCIONES SUBSIDIARIAS (B.M.N.),0.0,249051.61,249051.61,0.0,0.0,0.0,249051.61,249051.61,0.0,249051.61,0.0,249051.61,0.0,0.0,100.0,100.0
3459.0,2017.0,,,,39909,,EJECUCIONES SUBSID.FVA,0.0,0.0,0.0,0.0,0.0,0.0,178.73,178.73,0.0,0.0,0.0,0.0,-178.73,178.73,0.0,0.0
3350.0,2017.0,,,,42000,,PARTICIPACION TRIBUTOS ESTADO (F.N.C.M.),4000000.0,0.0,4000000.0,74933.58,0.0,74933.58,3534452.8,3609386.38,0.0,3609386.38,74933.58,3534452.8,465547.2,0.0,88.36132,100.0
3418.0,2017.0,,,,42003,,SEF. EXCAVAC. Y RESTAURAC. CASTILLO II y III FASE.,0.0,168464.32,168464.32,3715.31,0.0,3715.31,164749.01,168464.32,0.0,168464.32,3715.31,164749.01,3715.31,0.0,97.7946012544,100.0
3508.0,2017.0,,,,42005,,DEL SEF,0.0,0.0,0.0,2993.91,0.0,2993.91,-2993.91,0.0,0.0,0.0,2993.91,-2993.91,2993.91,0.0,0.0,100.0
3394.0,2017.0,,,,42020,,COMPENSACION IAE,195000.0,0.0,195000.0,4537.81,0.0,4537.81,270071.23,274609.04,0.0,274609.04,4537.81,270071.23,-75071.23,0.0,138.498066667,100.0
3485.0,2017.0,,,,42100,,MANT. ESPACIOS PUBLICOS 2017 1ª Y 2ª FASE. S.E.P.E,0.0,124820.34,124820.34,0.0,0.0,0.0,124820.34,124820.34,0.0,124820.34,0.0,124820.34,0.0,0.0,100.0,100.0
3503.0,2017.0,,,,42101,,MANT. ESPACIOS PUBLICOS 2016 1ª Y 2ª FASE S.E.P.E.,0.0,0.0,0.0,3239.71,0.0,3239.71,-3239.71,0.0,0.0,0.0,3239.71,-3239.71,3239.71,0.0,0.0,100.0
3388.0,2017.0,,,,45002,,C.ATENCION TEMPRANA Y C. OCUPACIONAL,52134.0,0.0,52134.0,0.0,0.0,0.0,52134.0,52134.0,0.0,52134.0,0.0,52134.0,0.0,0.0,100.0,100.0
3373.0,2017.0,,,,45003,,MTO CENTRO DIA DISCAPACITADOS,232929.0,0.0,232929.0,0.0,0.0,0.0,216211.91,216211.91,0.0,216211.91,0.0,216211.91,16717.09,0.0,92.8230963083,100.0
3374.0,2017.0,,,,45004,,ATENCION PRIMARIA S.S.P.BASICAS.DEPENDENCIAS.INCLU,216799.0,0.0,216799.0,0.0,0.0,0.0,211965.0,211965.0,0.0,164745.22,0.0,164745.22,4834.0,47219.78,97.7702849183,77.7228410351
3408.0,2017.0,,,,45005,,AYUDA A DOMICILIO PERSONAS DEPENDIENTES,122837.0,0.0,122837.0,0.0,0.0,0.0,30009.27,30009.27,0.0,30009.27,0.0,30009.27,92827.73,0.0,24.4301554092,100.0
3675.0,2017.0,,,,45007,,ACTUACIONES  DE APOYO A LA FAMILIA E INFANCIA,0.0,0.0,0.0,0.0,0.0,0.0,32212.0,32212.0,0.0,32212.0,0.0,32212.0,-32212.0,0.0,0.0,100.0
3510.0,2017.0,,,,45008,,"CONCILIACION DE LA VIDA PERSONAL, LABORAL Y FAMILI",0.0,0.0,0.0,0.0,0.0,0.0,8630.0,8630.0,0.0,8630.0,0.0,8630.0,-8630.0,0.0,0.0,100.0
3377.0,2017.0,,,,45012,,CTRO DE DIA MAYORES,230238.0,0.0,230238.0,0.0,0.0,0.0,209706.29,209706.29,0.0,209706.29,0.0,209706.29,20531.71,0.0,91.0823973454,100.0
3472.0,2017.0,,,,45013,,SUBV. CATALOGO E INVENTARIO PIEZAS MUSEO,0.0,4000.0,4000.0,0.0,0.0,0.0,4000.0,4000.0,0.0,4000.0,0.0,4000.0,0.0,0.0,100.0,100.0
3506.0,2017.0,,,,45015,,SUBVENCION CAVI,0.0,0.0,0.0,0.0,0.0,0.0,18479.83,18479.83,0.0,18479.83,0.0,18479.83,-18479.83,0.0,0.0,100.0
3478.0,2017.0,,,,45050,,SERVICIOS GARANTIA JUVENIL,0.0,0.0,0.0,0.0,0.0,0.0,34600.0,34600.0,0.0,34600.0,0.0,34600.0,-34600.0,0.0,0.0,100.0
3419.0,2017.0,,,,45051,,CUR. OPERAC. AUX. DE SERV. AMTV. Y GRAL. 2015-1174,0.0,0.0,0.0,0.0,0.0,0.0,15444.0,15444.0,0.0,15444.0,0.0,15444.0,-15444.0,0.0,0.0,100.0
3470.0,2017.0,,,,45052,,CURSO OPERAC. AUX. DE SERV. ADTV. Y GRAL. 2016-616,0.0,25740.0,25740.0,0.0,0.0,0.0,15444.0,15444.0,0.0,15444.0,0.0,15444.0,10296.0,0.0,60.0,100.0
3513.0,2017.0,,,,45053,,CURSOS EMPLEO (SEF),0.0,0.0,0.0,2874.27,0.0,2874.27,-2874.27,0.0,0.0,0.0,2874.27,-2874.27,2874.27,0.0,0.0,100.0
3389.0,2017.0,,,,45054,,PLAN SEGURIDAD CIUDADANA UESCARM,300000.0,0.0,300000.0,5265.62,0.0,5265.62,294734.38,300000.0,0.0,300000.0,5265.62,294734.38,5265.62,0.0,98.2447933333,100.0
3666.0,2017.0,,,,45056,,PREVENCION DROGODEPENDENCIAS 17,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,4500.0,0.0,4500.0,0.0,4500.0,-4500.0,0.0,0.0,100.0
3384.0,2017.0,,,,45058,,INTERESES CAMPO DE FUTBOL,3374.26,0.0,3374.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3374.26,0.0,0.0,0.0
3676.0,2017.0,,,,45060,,PLAN INFOMUR,0.0,0.0,0.0,0.0,0.0,0.0,5888.0,5888.0,0.0,5888.0,0.0,5888.0,-5888.0,0.0,0.0,100.0
3409.0,2017.0,,,,47000,,CONVENIO ECOEMBES,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3378.0,2017.0,,,,47002,,COLABORACION EMPRESAS,1.0,7000.0,7001.0,0.0,0.0,0.0,11650.0,11650.0,0.0,11325.0,0.0,11325.0,-4649.0,325.0,166.404799314,97.2103004292
3395.0,2017.0,,,,47004,,COLABORACIONES P.I.T.,1.0,2510.0,2511.0,0.0,0.0,0.0,2560.0,2560.0,0.0,2560.0,0.0,2560.0,-49.0,0.0,101.951413779,100.0
3410.0,2017.0,,,,48000,,ACTIVIDADES DIA DE LA MUJER,1.0,6698.0,6699.0,330.0,0.0,330.0,8373.0,8703.0,0.0,8703.0,330.0,8373.0,-1674.0,0.0,124.988804299,100.0
3502.0,2017.0,,,,49000,,"PROYECTO ""ACELERADORA DEL EMPRENDEDOR""",0.0,94960.0,94960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94960.0,0.0,0.0,0.0
3351.0,2017.0,,,,52000,,INTERESES DE DEPOSITOS,4000.0,0.0,4000.0,0.0,0.0,0.0,2496.91,2496.91,0.0,2496.91,0.0,2496.91,1503.09,0.0,62.42275,100.0
3460.0,2017.0,,,,54000,,ALQUILER INSTALACIONES,0.0,0.0,0.0,2491.66,0.0,2491.66,13546.94,16038.6,0.0,10278.99,0.0,10278.99,-13546.94,3267.95,0.0,75.8768400834
3392.0,2017.0,,,,54001,,CONCESIONES DEMANIALES,28000.0,0.0,28000.0,0.0,0.0,0.0,1025.2,1025.2,0.0,1025.2,0.0,1025.2,26974.8,0.0,3.66142857143,100.0
3462.0,2017.0,,,,54100,,ALQUILER SUELO MPAL,0.0,0.0,0.0,0.0,0.0,0.0,13570.05,13570.05,0.0,8591.01,0.0,8591.01,-13570.05,4979.04,0.0,63.3086097693
3464.0,2017.0,,,,54900,,VIVIENDAS SOCIALES,0.0,0.0,0.0,564.0,0.0,564.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3465.0,2017.0,,,,54909,,VIVIENDAS SOCIALES (FVA),0.0,0.0,0.0,0.0,0.0,0.0,3305.86,3305.86,0.0,0.0,0.0,0.0,-3305.86,3305.86,0.0,0.0
3414.0,2017.0,,,,59900,,OTROS INGRESOS PATRIMONIALES,5000.0,0.0,5000.0,0.0,0.0,0.0,902.16,902.16,0.0,902.16,0.0,902.16,4097.84,0.0,18.0432,100.0
3500.0,2017.0,,,,59901,,CANON SOCAMEX. OTROS INGRESOS PATRIMONIALES,0.0,0.0,0.0,0.0,0.0,0.0,191193.22,191193.22,0.0,191193.22,0.0,191193.22,-191193.22,0.0,0.0,100.0
3474.0,2017.0,,,,75001,,SUBV. ILUMINAC. Y CAMARAS SEGURIDAD PIEZAS MUSEO,0.0,15000.0,15000.0,0.0,0.0,0.0,15000.0,15000.0,0.0,15000.0,0.0,15000.0,0.0,0.0,100.0,100.0
