#AÑO,CODECOCONC,NOMCONCEPTO,Inicial,Modifica,Actual,DRNeto
2017.0,39909,EJECUCIONES SUBSID.FVA,0.0,0.0,0.0,178.73
2017.0,42000,PARTICIPACION TRIBUTOS ESTADO (F.N.C.M.),4000000.0,0.0,4000000.0,3534452.8
2017.0,42003,SEF. EXCAVAC. Y RESTAURAC. CASTILLO II y III FASE.,0.0,168464.32,168464.32,164749.01
2017.0,42005,DEL SEF,0.0,0.0,0.0,-2993.91
2017.0,42020,COMPENSACION IAE,195000.0,0.0,195000.0,270071.23
2017.0,42100,MANT. ESPACIOS PUBLICOS 2017 1ª Y 2ª FASE. S.E.P.E,0.0,124820.34,124820.34,124820.34
2017.0,42101,MANT. ESPACIOS PUBLICOS 2016 1ª Y 2ª FASE S.E.P.E.,0.0,0.0,0.0,-3239.71
2017.0,45002,C.ATENCION TEMPRANA Y C. OCUPACIONAL,52134.0,0.0,52134.0,52134.0
2017.0,45003,MTO CENTRO DIA DISCAPACITADOS,232929.0,0.0,232929.0,216211.91
2017.0,45004,ATENCION PRIMARIA S.S.P.BASICAS.DEPENDENCIAS.INCLU,216799.0,0.0,216799.0,211965.0
2017.0,45005,AYUDA A DOMICILIO PERSONAS DEPENDIENTES,122837.0,0.0,122837.0,30009.27
2017.0,45007,ACTUACIONES  DE APOYO A LA FAMILIA E INFANCIA,0.0,0.0,0.0,32212.0
2017.0,45008,"CONCILIACION DE LA VIDA PERSONAL, LABORAL Y FAMILI",0.0,0.0,0.0,8630.0
2017.0,45012,CTRO DE DIA MAYORES,230238.0,0.0,230238.0,209706.29
2017.0,45013,SUBV. CATALOGO E INVENTARIO PIEZAS MUSEO,0.0,4000.0,4000.0,4000.0
2017.0,45015,SUBVENCION CAVI,0.0,0.0,0.0,18479.83
2017.0,45050,SERVICIOS GARANTIA JUVENIL,0.0,0.0,0.0,34600.0
2017.0,45051,CUR. OPERAC. AUX. DE SERV. AMTV. Y GRAL. 2015-1174,0.0,0.0,0.0,15444.0
2017.0,45052,CURSO OPERAC. AUX. DE SERV. ADTV. Y GRAL. 2016-616,0.0,25740.0,25740.0,15444.0
2017.0,45053,CURSOS EMPLEO (SEF),0.0,0.0,0.0,-2874.27
2017.0,45054,PLAN SEGURIDAD CIUDADANA UESCARM,300000.0,0.0,300000.0,294734.38
2017.0,45056,PREVENCION DROGODEPENDENCIAS 17,0.0,0.0,0.0,4500.0
2017.0,45058,INTERESES CAMPO DE FUTBOL,3374.26,0.0,3374.26,0.0
2017.0,45060,PLAN INFOMUR,0.0,0.0,0.0,5888.0
2017.0,47000,CONVENIO ECOEMBES,1.0,0.0,1.0,0.0
2017.0,47002,COLABORACION EMPRESAS,1.0,7000.0,7001.0,11650.0
2017.0,47004,COLABORACIONES P.I.T.,1.0,2510.0,2511.0,2560.0
2017.0,48000,ACTIVIDADES DIA DE LA MUJER,1.0,6698.0,6699.0,8373.0
2017.0,49000,"PROYECTO ""ACELERADORA DEL EMPRENDEDOR""",0.0,94960.0,94960.0,0.0
2017.0,52000,INTERESES DE DEPOSITOS,4000.0,0.0,4000.0,2496.91
2017.0,54000,ALQUILER INSTALACIONES,0.0,0.0,0.0,13546.94
2017.0,54001,CONCESIONES DEMANIALES,28000.0,0.0,28000.0,1025.2
2017.0,54100,ALQUILER SUELO MPAL,0.0,0.0,0.0,13570.05
2017.0,54900,VIVIENDAS SOCIALES,0.0,0.0,0.0,0.0
2017.0,54909,VIVIENDAS SOCIALES (FVA),0.0,0.0,0.0,3305.86
2017.0,59900,OTROS INGRESOS PATRIMONIALES,5000.0,0.0,5000.0,902.16
2017.0,59901,CANON SOCAMEX. OTROS INGRESOS PATRIMONIALES,0.0,0.0,0.0,191193.22
2017.0,75001,SUBV. ILUMINAC. Y CAMARAS SEGURIDAD PIEZAS MUSEO,0.0,15000.0,15000.0,15000.0
2017.0,75002,SUBV. APARCAMIENTO BICIS Y MOTOS EN ZONA MERCADO,0.0,14000.0,14000.0,14000.0
2017.0,75003,POS 2017: PAVIMENTAC. PLATAFORMA UNICA C/ PARRICAS,0.0,144421.0,144421.0,144421.0
2017.0,75004,POS 2017. MEJORA EFIC. ENERG. RAMBLA D. DIEGO Y O ,0.0,40480.0,40480.0,40480.0
2017.0,75005,AMORTIZACION CAMPO CESPED ARTIFICAL,26818.18,0.0,26818.18,23381.43
2017.0,75006,REHABILITAC. DE ASEOS E ILUMINAC. LED EN MERCADO ,0.0,0.0,0.0,-4202.31
2017.0,75011,PARDOS 2016.PLATAF.UNICA Y OTROS C/J.S.P.BERRO ,0.0,0.0,0.0,-6828.36
2017.0,87000,REMANENTE DE TESORERIA PARA GASTOS GENERALES,0.0,3724840.98,3724840.98,0.0
2017.0,87010,REMANENTE DE TESORERIA PARA GASTOS CON FINANC. AFE,0.0,6533198.42,6533198.42,0.0
