#IDPARTIDA,AÑO,INDESREM,CODORGANIC,CODFUNCION,CODECOPART,CLAVEESPEC,NOMPARTIDA,Inicial,Actual,A,D,O,P,RP,Saldo,Porciento,Modif,RemIncorp,OtrasModif,RC,Remanente,Apendiente,Dpendiente,Opendiente,Ppendiente,Reintegros,RetC,% D s/ Cred,% O s/ Cred,% RP s/ O
11218.0,2017.0,N,,130,20300,,MTO.  EQUIPOS TRANSMISIONES P.LOCAL,2600.0,2600.0,2550.0,2550.0,2550.0,2125.0,2125.0,50.0,1.92307692308,0.0,0.0,0.0,0.0,50.0,0.0,0.0,425.0,0.0,0.0,1275.0,98.0769230769,98.0769230769,83.3333333333
11427.0,2017.0,N,,130,21200,,MANT.  EDIFICIO Y CONSTRUCC. POLICIA,100.0,100.0,1719.68,1719.68,1719.68,1247.66,1247.66,-1619.68,-1619.68,0.0,0.0,0.0,-2.27373675443e-13,-1619.68,0.0,0.0,472.02,0.0,0.0,1083.94,1719.68,1719.68,72.5518701154
11183.0,2017.0,N,,130,21400,,MTO. VEHICULOS POLICIA,10000.0,10000.0,21939.12,21939.12,21939.12,20169.36,20169.36,-12753.56,-127.5356,0.0,0.0,0.0,814.44,-11939.12,0.0,0.0,1769.76,0.0,0.0,18582.93,219.3912,219.3912,91.9333136425
11856.0,2017.0,N,,130,21488,,(R.E.) MTO. VEHICULOS POLICIA LOCAL,0.0,197.69,197.69,197.69,197.69,197.69,197.69,0.0,0.0,197.69,0.0,197.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11428.0,2017.0,N,,130,21600,,MTO. Y ACTUALIZAC. PROGRAMAS INFORMATICOS  P.L.,9972.31,9972.31,0.0,0.0,0.0,0.0,0.0,9972.31,100.0,0.0,0.0,0.0,0.0,9972.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11857.0,2017.0,N,,130,21688,,(R.E.) MTO. Y ACTUALIZAC- PROGRAMAS INFORMAT. POLI,0.0,157.88,157.88,157.88,157.88,157.88,157.88,0.0,0.0,157.88,0.0,157.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11184.0,2017.0,N,,130,22000,,MATERIAL OFICINA POLICIA,600.0,600.0,849.51,849.51,849.51,692.1,692.1,-546.39,-91.065,0.0,0.0,0.0,296.88,-249.51,0.0,0.0,157.41,0.0,0.0,1035.21,141.585,141.585,81.4704947558
11429.0,2017.0,N,,130,22100,,ENERGIA ELECTRICA EDIFICIOS POLICIA Y PROT.CIVIL,12100.0,12100.0,11467.2,11467.2,11467.2,10511.95,10511.95,632.8,5.22975206612,0.0,0.0,0.0,0.0,632.8,0.0,0.0,955.25,0.0,0.0,0.0,94.7702479339,94.7702479339,91.6697188503
11501.0,2017.0,N,,130,22103,,COMBUSTIBLE VEHICULOS POLICIA LOCAL,22000.0,22000.0,11960.45,11960.45,11960.45,9741.5,9741.5,10039.55,45.6343181818,0.0,0.0,0.0,0.0,10039.55,0.0,0.0,2218.95,0.0,0.0,100.0,54.3656818182,54.3656818182,81.4476043962
11185.0,2017.0,N,,130,22104,,VESTUARIO POLICIA,32172.12,32172.12,25073.04,25073.04,25073.04,356.95,356.95,7099.08,22.0659378369,0.0,0.0,0.0,0.0,7099.08,0.0,0.0,24716.09,0.0,0.0,25073.04,77.9340621631,77.9340621631,1.42364069136
11502.0,2017.0,N,,130,22111,,MATERIAL TECNICO Y OTROS POLICIA LOCAL,8000.0,8000.0,7756.99,7756.99,7756.99,5276.82,5276.82,-2814.69,-35.183625,0.0,0.0,0.0,3057.7,243.01,0.0,0.0,2480.17,0.0,0.0,10390.69,96.962375,96.962375,68.0266443556
11858.0,2017.0,N,,130,22188,,(R.E.) COMBUSTIBLE VEHICULOS P.L.,0.0,1036.82,1036.82,1036.82,1036.82,1036.82,1036.82,0.0,0.0,1036.82,0.0,1036.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11219.0,2017.0,N,,130,22199,,SUMINISTROS DIVERSOS P.I.T.,2000.0,2000.0,879.55,879.55,879.55,879.55,879.55,1120.45,56.0225,0.0,0.0,0.0,1.13686837722e-13,1120.45,0.0,0.0,0.0,0.0,0.0,709.06,43.9775,43.9775,100.0
11430.0,2017.0,N,,130,22200,,SERVICIOS DE TELECOMUNICACIONES P.L.,1000.0,1000.0,28.02,28.02,28.02,14.01,14.01,971.98,97.198,0.0,0.0,0.0,0.0,971.98,0.0,-3.5527136788e-15,14.01,0.0,0.0,0.0,2.802,2.802,50.0
11220.0,2017.0,N,,130,22300,,SERVICIO AUTOBUS P.I.T.,7000.0,7000.0,6970.53,6970.53,6970.53,4779.5,4779.5,-173.03,-2.47185714286,0.0,0.0,0.0,202.5,29.47,0.0,0.0,2191.03,0.0,0.0,1957.0,99.579,99.579,68.5672395069
11993.0,2017.0,N,,130,22388,,(R.E.) SERVICIO AUTOBUS P.I.T.,0.0,484.0,484.0,484.0,484.0,484.0,484.0,0.0,0.0,484.0,0.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
12037.0,2017.0,N,,130,22400,,PRIMAS DE SEGURO ACTIVIDADES POLICIA,0.0,0.0,52.33,52.33,52.33,52.33,52.33,-52.33,0.0,0.0,0.0,0.0,0.0,-52.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11431.0,2017.0,N,,130,22601,,ATENCIONES PROTOCOLARIAS POLICIA LOCAL,2000.0,2000.0,3031.2,3031.2,3031.2,507.65,507.65,-1163.33,-58.1665,0.0,0.0,0.0,132.13,-1031.2,0.0,0.0,2523.55,0.0,0.0,1684.5,151.56,151.56,16.7474927421
12035.0,2017.0,N,,130,22605,,OTROS GASTOS DIVERSOS POLICIA LOCAL,0.0,0.0,200.0,200.0,200.0,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,-200.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,0.0,0.0
11432.0,2017.0,N,,130,22606,,IMPARTICION DE CURSOS POLICIA LOCAL,3000.0,3000.0,2013.0,2013.0,2013.0,1566.0,1566.0,987.0,32.9,0.0,0.0,0.0,0.0,987.0,0.0,0.0,447.0,0.0,0.0,447.0,67.1,67.1,77.7943368107
11433.0,2017.0,N,,130,22609,,50 ANIVERSARIO P.I.T,1500.0,1500.0,2456.3,2456.3,2456.3,0.0,0.0,-956.3,-63.7533333333,0.0,0.0,0.0,0.0,-956.3,0.0,0.0,2456.3,0.0,0.0,2456.3,163.753333333,163.753333333,0.0
11972.0,2017.0,N,,130,22610,,GASTOS CONCURSO EDUCACION VIAL P.I.T.,0.0,2510.0,2495.78,2495.78,2495.78,2159.32,2159.32,14.22,0.566533864542,2510.0,0.0,2510.0,0.0,14.22,0.0,0.0,336.46,0.0,0.0,1941.97,99.4334661355,99.4334661355,86.5188438083
11859.0,2017.0,N,,130,22688,,(R.E.)ATENCIONES PROTOCOLARIAS P.L.,0.0,487.03,487.03,487.03,487.03,487.03,487.03,0.0,0.0,487.03,0.0,487.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11860.0,2017.0,N,,130,22689,,(R.E.) IMPARTICION CURSOS P.L.,0.0,184.0,160.0,160.0,160.0,160.0,160.0,24.0,13.0434782609,184.0,0.0,184.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9565217391,86.9565217391,100.0
11503.0,2017.0,N,,130,22699,,GASTOS VARIOS SEGURIDAD VIAL (RADAR),1.0,1951.0,1241.46,1241.46,1241.46,0.0,0.0,709.54,36.3680164018,1950.0,0.0,1950.0,0.0,709.54,0.0,0.0,1241.46,0.0,0.0,1241.46,63.6319835982,63.6319835982,0.0
11504.0,2017.0,N,,130,22700,,LIMPIEZA EDIFICIOS POLICIA,27982.56,27982.56,25650.68,25650.68,25650.68,23318.8,23318.8,2331.88,8.33333333333,0.0,0.0,0.0,0.0,2331.88,0.0,-7.27595761418e-12,2331.88,0.0,0.0,0.0,91.6666666667,91.6666666667,90.9090909091
11505.0,2017.0,N,,130,22701,,PRESTACION SERVICIOS CANINOS POLICIA LOCAL,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,100.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12013.0,2017.0,N,,130,22702,,SERVICIOS DE SEGURIDAD EN EVENTOS Y OTROS.,0.0,0.0,2303.84,2303.84,2303.84,2303.84,2303.84,-2303.84,0.0,0.0,0.0,0.0,0.0,-2303.84,0.0,0.0,0.0,0.0,0.0,2303.84,0.0,0.0,100.0
11434.0,2017.0,N,,130,22706,,SERV.  APOYO TRAMIT. PROC. JUDICIALES,1700.0,1700.0,0.0,0.0,0.0,0.0,0.0,1700.0,100.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12004.0,2017.0,N,,130,22799,,SERVICIO DE DETECCION DE NARCOTICOS CON PERROS,0.0,0.0,6050.0,6050.0,6050.0,4235.0,4235.0,-6050.0,0.0,0.0,0.0,0.0,0.0,-6050.0,0.0,0.0,1815.0,0.0,0.0,6050.0,0.0,0.0,70.0
11435.0,2017.0,N,,130,62900,,OTRAS INVERSIONES GRALES. POLICIA LOCAL,3000.0,5815.4,5719.57,5719.57,5719.57,4473.29,4473.29,95.37,1.63995597895,2815.4,0.0,2815.4,0.46,95.83,0.0,-9.09494701773e-13,1246.28,0.0,0.0,3153.2,98.3521339891,98.3521339891,78.2102500712
11506.0,2017.0,N,,134,21200,,MTO. PARKING MUNICIPAL,15000.0,9721.4,982.53,982.53,982.53,236.09,236.09,8738.87,89.8931223898,-5278.6,0.0,-5278.6,0.0,8738.87,0.0,0.0,746.44,0.0,0.0,331.42,10.1068776102,10.1068776102,24.0287828361
11994.0,2017.0,N,,134,21288,,(R.E.) MTO. PARKING MUNICIPAL,0.0,666.99,666.99,666.99,666.99,666.99,666.99,0.0,0.0,666.99,0.0,666.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11507.0,2017.0,N,,134,21300,,"ORDENACION DEL TRAFICO, SEMAFOROS Y SEÑALIZ. VIAL",40000.0,40000.0,54150.8,54150.8,54150.8,52196.36,52196.36,-14592.04,-36.4801,0.0,0.0,0.0,441.24,-14150.8,0.0,7.27595761418e-12,1954.44,0.0,0.0,46415.57,135.377,135.377,96.3907458431
11861.0,2017.0,N,,134,21388,,"(R.E.) ORDENAC. DEL TRAFICO, SEMAFOROS Y SEÑALIZAC",0.0,44.18,44.18,44.18,44.18,44.18,44.18,0.0,0.0,44.18,0.0,44.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11508.0,2017.0,N,,134,22701,,RETIRADA VEHICULOS VIA PUBLICA,35000.0,32184.6,23281.87,23281.87,23281.87,20089.95,20089.95,567.92,1.76457063316,-2815.4,0.0,-2815.4,8334.81,8902.73,0.0,0.0,3191.92,0.0,0.0,19410.44,72.3385407928,72.3385407928,86.2901047038
11509.0,2017.0,N,,134,22702,,CTO.  GESTION PARKING MUNICIPAL,46000.0,46000.0,45375.0,45375.0,45375.0,41593.75,41593.75,625.0,1.35869565217,0.0,0.0,0.0,0.0,625.0,0.0,0.0,3781.25,0.0,0.0,45375.0,98.6413043478,98.6413043478,91.6666666667
11862.0,2017.0,N,,134,22788,,(R.E.) RETIRADA DE VEHICULOS DE LA VIA PUBLICA,0.0,1524.48,1524.48,1524.48,1524.48,1524.48,0.0,0.0,0.0,1524.48,0.0,1524.48,0.0,0.0,0.0,0.0,0.0,1524.48,0.0,0.0,100.0,100.0,0.0
11510.0,2017.0,N,,134,60900,,APARCAMIENTOS BICI/MOTOS,4830.3,18830.3,0.0,0.0,0.0,0.0,0.0,18830.3,100.0,14000.0,0.0,14000.0,0.0,18830.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11511.0,2017.0,N,,134,62600,,RENOVAC. SIST. CONTROL ACCESOS Y OTROS PARKING,30000.0,17903.01,15878.84,15878.84,15878.84,15878.84,15878.84,2024.17,11.3063110617,-12096.99,0.0,-12096.99,9.09494701773e-13,2024.17,0.0,0.0,0.0,0.0,0.0,721.46,88.6936889383,88.6936889383,100.0
11512.0,2017.0,N,,134,62900,,INVERSION  EN BALIZAS SOLARES Y OTRAS SEÑALIZ.,10000.0,15278.6,8414.11,8414.11,8414.11,3135.51,3135.51,6864.49,44.928789287,5278.6,0.0,5278.6,-1.81898940355e-12,6864.49,0.0,0.0,5278.6,0.0,0.0,8414.11,55.071210713,55.071210713,37.2649038342
12005.0,2017.0,N,,135,21200,,MANTENIMIENTO EDIFICIO PROTECCION CIVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.61,0.0,0.0,0.0,0.0,74.61,0.0,0.0,0.0,0.0,0.0,0.0,74.61,0.0,0.0,0.0
11221.0,2017.0,N,,135,21300,,MATERIAL TECNICO PROTEC. CIVL,1810.0,1810.0,0.0,0.0,0.0,0.0,0.0,1149.34,63.4994475138,0.0,0.0,0.0,660.66,1810.0,0.0,0.0,0.0,0.0,0.0,660.66,0.0,0.0,0.0
11222.0,2017.0,N,,135,21400,,MTO. VEHICULOS PROT. CIVIL,3200.0,3200.0,3496.1,3496.1,3496.1,3436.1,3436.1,-296.28,-9.25875,0.0,0.0,0.0,0.18,-296.1,0.0,0.0,60.0,0.0,0.0,2935.38,109.253125,109.253125,98.2838019507
11513.0,2017.0,N,,135,22103,,COMBUSTIBLE VEHICULOS PROT. CIVIL,1464.0,1464.0,1042.33,1042.33,1042.33,833.13,833.13,295.16,20.1612021858,0.0,0.0,0.0,126.51,421.67,0.0,-2.27373675443e-13,209.2,0.0,0.0,126.51,71.1974043716,71.1974043716,79.9295808429
11223.0,2017.0,N,,135,22104,,VESTUARIO PROTEC. CIVIL,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,100.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11863.0,2017.0,N,,135,22188,,(R.E.) COMBUSTIBLE VEHICULOS PROTEC. CIVIL,0.0,104.52,104.52,104.52,104.52,104.52,104.52,0.0,0.0,104.52,0.0,104.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11436.0,2017.0,N,,135,22601,,ATENCIONES PROTOCOLARIAS PROTECC. CIVIL,3700.0,3700.0,3327.26,3327.26,3327.26,3152.26,3152.26,44.81,1.21108108108,0.0,0.0,0.0,327.93,372.74,0.0,0.0,175.0,0.0,0.0,1977.48,89.9259459459,89.9259459459,94.7404170398
11224.0,2017.0,N,,135,22606,,CURSOS Y FORMACION PROTEC. CIVIL,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,100.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11225.0,2017.0,N,,135,22609,,PLANES ACTUACION PROTEC. CIVIL,2500.0,2500.0,699.0,699.0,699.0,0.0,0.0,1477.0,59.08,0.0,0.0,0.0,324.0,1801.0,0.0,0.0,699.0,0.0,0.0,1008.0,27.96,27.96,0.0
11437.0,2017.0,N,,135,48000,,SORTEO PROTECCION CIVIL,300.0,300.0,279.0,279.0,279.0,279.0,279.0,21.0,7.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,279.0,93.0,93.0,100.0
11226.0,2017.0,N,,135,62500,,INVERSIONES PROTEC. CIVIL,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11514.0,2017.0,N,,136,46700,,CONSORCIO EXTINCION DE INCENDIOS,230788.81,230788.81,230788.81,230788.81,230788.81,230788.81,230788.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11227.0,2017.0,N,,150,12000,,RETRIBUCIONES BASICAS URBANISMO-A1,45612.35,45612.35,45420.14,45420.14,45420.14,45420.14,45420.14,192.21,0.421399028991,0.0,0.0,0.0,0.0,192.21,0.0,0.0,0.0,0.0,0.0,0.0,99.578600971,99.578600971,100.0
11228.0,2017.0,N,,150,12001,,RETRIBUCIONES BASICAS URBANISMO-A2,97965.88,97965.88,108868.32,108868.32,108868.32,108868.32,108868.32,-10902.44,-11.1288134195,0.0,0.0,0.0,0.0,-10902.44,0.0,0.0,0.0,0.0,0.0,0.0,111.12881342,111.12881342,100.0
11229.0,2017.0,N,,150,12003,,RETRIBUCIONES BASICAS URBANISMO-C1,74133.24,74133.24,74750.62,74750.62,74750.62,74750.62,74750.62,-617.38,-0.832797811076,0.0,0.0,0.0,0.0,-617.38,0.0,0.0,0.0,0.0,0.0,0.0,100.832797811,100.832797811,100.0
11230.0,2017.0,N,,150,12004,,RETRIBUCIONES URBANISMO-C2,27662.4,22697.0,14659.6,14659.6,14659.6,14659.6,14659.6,8037.4,35.4117284223,-4965.4,0.0,-4965.4,0.0,8037.4,0.0,0.0,0.0,0.0,0.0,0.0,64.5882715777,64.5882715777,100.0
11231.0,2017.0,N,,150,12100,,COMPLEMENTO DESTINO URBANISMO,143865.9,143865.9,108624.97,108624.97,108624.97,108624.97,108624.97,35240.93,24.4956796572,0.0,0.0,0.0,0.0,35240.93,0.0,0.0,0.0,0.0,0.0,0.0,75.5043203428,75.5043203428,100.0
11232.0,2017.0,N,,150,12101,,COMPLEMENTO ESPECIFICO URBANISMO,180679.06,180679.06,136055.85,136055.85,136055.85,136055.85,136055.85,44623.21,24.6974995332,0.0,0.0,0.0,0.0,44623.21,0.0,0.0,2.91038304567e-11,0.0,0.0,0.0,75.3025004668,75.3025004668,100.0
11438.0,2017.0,N,,150,13100,,PERS. LABORAL TEMPORAL URBANISMO,13525.64,13525.64,11038.44,11038.44,11038.44,11038.44,11038.44,2487.2,18.3887786456,0.0,0.0,0.0,0.0,2487.2,0.0,0.0,0.0,0.0,0.0,0.0,81.6112213544,81.6112213544,100.0
11233.0,2017.0,N,,150,15000,,PRODUCTIVIDAD FUNCIONARIOS URBANISMO,21371.96,21371.96,30762.79,30762.79,30762.79,30762.79,30762.79,-28630.24,-133.961695605,0.0,0.0,0.0,19239.41,-9390.83,0.0,0.0,0.0,0.0,0.0,19239.41,143.939956841,143.939956841,100.0
11439.0,2017.0,N,,150,15001,,PRODUCTIVIDAD LABORALES URBANISMO,507.21,507.21,1313.94,1313.94,1313.94,1313.94,1313.94,-1220.67,-240.663630449,0.0,0.0,0.0,413.94,-806.73,0.0,0.0,0.0,0.0,0.0,413.94,259.052463477,259.052463477,100.0
11234.0,2017.0,N,,150,16000,,SEGURIDAD SOCIAL FUNCIONARIOS URBANISMO,144349.18,144349.18,132200.58,132200.58,132200.58,132200.58,132200.58,12148.6,8.41611985603,0.0,0.0,0.0,0.0,12148.6,0.0,0.0,0.0,2.91038304567e-11,0.0,0.0,91.583880144,91.583880144,100.0
11440.0,2017.0,N,,150,16001,,SEGURIDAD SOCIAL PERS. LABORAL URBANISMO,4341.73,4341.73,1470.78,1470.78,1470.78,1470.78,1470.78,2870.95,66.1245632501,0.0,0.0,0.0,0.0,2870.95,0.0,0.0,0.0,0.0,0.0,0.0,33.8754367499,33.8754367499,100.0
11515.0,2017.0,N,,151,21000,,"MTO. CONSERV.  E. PUBLICOS, INFRAE. Y ACCESIBILIDA",50000.0,41788.99,35749.36,35749.36,35749.36,31690.85,31516.31,5991.23,14.3368624128,-8211.01,0.0,-8211.01,48.4,6039.63,0.0,0.0,4058.51,174.54,0.0,16430.39,85.5473176069,85.5473176069,88.1590887221
11864.0,2017.0,N,,151,21088,,"(R.E.) MTO. Y CONSERVAC. EDIFICIOS, INFRAESTRUCC.",0.0,59.08,59.08,59.08,59.08,59.08,59.08,0.0,0.0,59.08,0.0,59.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11516.0,2017.0,N,,151,21200,,CUOTA MTO. EDIFICIOS Y OTRAS INSTALACIONES,2000.0,2000.0,6242.33,6242.33,6242.33,5015.57,5015.57,-4242.33,-212.1165,0.0,0.0,0.0,-2.27373675443e-13,-4242.33,0.0,0.0,1226.76,0.0,0.0,1285.39,312.1165,312.1165,80.3477227253
11865.0,2017.0,N,,151,21288,,(R.E.) CUOTA MTO. COMUNIDAD DE EDIFICIOS PUBLICOS,0.0,2001.58,2001.58,2001.58,2001.58,2001.58,2001.58,0.0,0.0,2001.58,0.0,2001.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11517.0,2017.0,N,,151,21300,,MTO. MAQUINARIA URBANISMO,500.0,500.0,458.59,458.59,458.59,458.59,458.59,41.41,8.282,0.0,0.0,0.0,0.0,41.41,0.0,0.0,0.0,0.0,0.0,458.59,91.718,91.718,100.0
12023.0,2017.0,N,,151,21400,,MANTENIMIENTO VEHICULOS OFICINA TECNICA,0.0,0.0,106.73,106.73,106.73,82.53,82.53,-106.73,0.0,0.0,0.0,0.0,0.0,-106.73,0.0,0.0,24.2,0.0,0.0,0.0,0.0,0.0,77.3259627096
11518.0,2017.0,N,,151,22000,,SUMISTRO CARTELERIA LICENCIAS OBRAS,9000.0,9000.0,4803.7,4803.7,4803.7,4295.5,4295.5,4196.3,46.6255555556,0.0,0.0,0.0,0.0,4196.3,0.0,0.0,508.2,0.0,0.0,0.0,53.3744444444,53.3744444444,89.4206549118
11519.0,2017.0,N,,151,22103,,COMBUSTIBLE VEHICULOS URBANISMO,4000.0,4000.0,4295.44,4295.44,4295.44,3842.38,3842.38,-588.49,-14.71225,0.0,0.0,0.0,293.05,-295.44,0.0,0.0,453.06,0.0,0.0,293.05,107.386,107.386,89.4525357123
11520.0,2017.0,N,,151,22111,,MATERIAL TECNICO Y ESPECIAL URBANISMO,3000.0,3000.0,598.95,598.95,598.95,598.95,598.95,2092.8,69.76,0.0,0.0,0.0,308.25,2401.05,0.0,0.0,0.0,0.0,0.0,907.2,19.965,19.965,100.0
11866.0,2017.0,N,,151,22188,,(R.E.) COMBUSTIBLE VEHICULOS URBANISMO Y OTROS,0.0,257.93,257.93,257.93,257.93,257.93,257.93,0.0,0.0,257.93,0.0,257.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0
11781.0,2017.0,N,,151,22500,,TASAS TRAMITAC. EXPEDIENTES Y OTROS URBANISMO,0.0,0.0,1835.88,1835.88,1835.88,1835.88,1835.88,-2447.84,0.0,0.0,0.0,0.0,611.96,-1835.88,0.0,0.0,0.0,0.0,0.0,611.96,0.0,0.0,100.0
11984.0,2017.0,N,,151,22601,,ATENCIONES PROTOCOLARIAS URBANISMO,0.0,0.0,201.5,201.5,201.5,201.5,201.5,-201.5,0.0,0.0,0.0,0.0,0.0,-201.5,0.0,0.0,0.0,0.0,0.0,66.5,0.0,0.0,100.0
11989.0,2017.0,N,,151,22602,,PUBLICIDAD Y PUBLICACIONES URBANISMO,0.0,0.0,713.9,713.9,713.9,713.9,713.9,-713.9,0.0,0.0,0.0,0.0,0.0,-713.9,0.0,0.0,0.0,0.0,0.0,254.1,0.0,0.0,100.0
11521.0,2017.0,N,,151,22609,,INFRAESTRUCTURAS DIVERSOS EVENTOS,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,100.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
